"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"231280 Senador Sá";-;-;-;3;2;1;-;-;-;-;-;-;6
"231290 Sobral";-;3;3;9;24;12;3;1;1;-;2;10;68
"231300 Solonópole";-;-;-;3;34;15;6;5;44;27;13;5;152
"231310 Tabuleiro do Norte";1;4;86;148;107;75;29;33;11;3;1;-;498
"231320 Tamboril";2;1;4;4;9;9;2;-;-;2;-;-;33
"231325 Tarrafas";-;-;-;-;-;2;1;1;2;-;-;-;6
"231330 Tauá";1;-;9;31;17;5;8;4;2;4;-;1;82
"231335 Tejuçuoca";-;-;58;70;31;22;-;-;-;-;-;-;181
"231340 Tianguá";1;-;-;2;4;1;-;-;-;-;-;1;9
"231350 Trairi";-;-;-;4;1;-;-;-;-;1;-;-;6
"231355 Tururu";-;-;1;4;3;-;-;-;-;-;-;-;8
"231360 Ubajara";-;-;-;1;-;-;-;-;-;1;-;-;2
"231370 Umari";-;-;1;-;13;15;4;1;1;-;-;-;35
"231375 Umirim";2;-;5;3;-;1;-;-;-;-;-;-;11
"231380 Uruburetama";-;-;-;2;-;-;-;-;-;-;-;-;2
"231390 Uruoca";-;-;2;2;1;1;-;-;-;-;-;-;6
"231395 Varjota";1;-;-;1;-;-;-;-;-;-;-;-;2
"231400 Várzea Alegre";-;1;1;4;56;109;30;1;-;-;1;2;205
"231410 Viçosa do Ceará";-;-;-;1;-;1;-;1;-;-;-;-;3
"240010 Acari";1;-;-;-;1;2;7;32;38;8;2;4;95
"240020 Açu";2;1;28;4;7;2;-;1;-;2;-;-;47
"240030 Afonso Bezerra";-;-;9;6;-;1;20;12;-;-;-;-;48
"240040 Água Nova";-;-;-;-;-;4;-;-;-;-;-;-;4
"240050 Alexandria";-;1;-;2;11;1;1;1;1;-;1;-;19
"240070 Alto do Rodrigues";-;1;1;-;3;7;3;1;-;1;-;-;17
"240080 Angicos";-;-;2;-;-;-;1;8;4;-;-;-;15
"240090 Antônio Martins";-;-;-;-;-;8;1;-;-;-;-;-;9
"240100 Apodi";-;-;2;-;-;-;-;-;-;-;-;-;2
"240110 Areia Branca";-;-;-;-;-;-;-;12;-;-;-;-;12
"240120 Arês";-;-;-;1;-;-;-;-;-;-;-;-;1
"240130 Augusto Severo";-;-;-;-;-;-;1;-;-;-;-;-;1
"240140 Baía Formosa";-;1;-;-;-;-;-;2;-;2;1;-;6
"240145 Baraúna";1;-;8;2;-;1;-;-;-;-;-;-;12
"240160 Bento Fernandes";2;2;-;11;1;-;-;-;-;-;-;-;16
"240165 Bodó";-;-;-;-;-;-;-;-;-;-;1;-;1
"240180 Brejinho";-;-;-;-;-;1;-;-;2;-;-;-;3
"240185 Caiçara do Norte";-;-;4;-;-;-;-;-;-;-;-;-;4
"240190 Caiçara do Rio do Vento";-;5;5;3;1;-;-;-;2;4;6;2;28
"240200 Caicó";36;11;120;39;18;10;19;15;6;17;7;5;303
"240210 Campo Redondo";-;1;1;24;8;5;1;2;1;8;8;16;75
"240220 Canguaretama";-;1;-;1;1;1;-;-;-;-;-;-;4
"240230 Caraúbas";2;3;13;3;8;1;9;-;1;-;1;-;41
"240240 Carnaúba dos Dantas";-;-;-;-;1;-;-;-;-;-;-;-;1
"240260 Ceará-Mirim";-;4;2;2;2;1;4;-;-;-;-;-;15
"240300 Cruzeta";-;2;-;2;-;-;-;-;3;12;80;43;142
"240310 Currais Novos";13;27;56;59;49;12;16;32;25;6;9;20;324
"240340 Equador";-;-;-;2;-;-;-;-;-;-;-;-;2
"240360 Extremoz";6;5;2;-;1;3;-;1;1;1;-;-;20
"240370 Felipe Guerra";-;-;1;4;-;-;-;-;-;-;-;-;5
"240380 Florânia";-;-;-;-;1;-;-;-;1;-;1;-;3
"240410 Galinhos";-;-;1;-;-;-;-;-;-;-;-;-;1
"240420 Goianinha";3;1;-;-;-;-;-;-;-;-;1;-;5
"240440 Grossos";-;-;-;-;-;-;2;2;-;-;-;-;4
"240450 Guamaré";-;-;9;3;1;1;-;-;-;1;-;-;15
"240460 Ielmo Marinho";1;1;1;1;3;3;-;-;-;-;-;-;10
"240500 Jaçanã";1;1;-;3;-;1;-;-;-;-;-;-;6
"240540 Japi";-;-;1;-;-;-;-;-;1;-;-;-;2
"240550 Jardim de Angicos";-;-;-;-;-;-;-;-;-;-;-;1;1
"240560 Jardim de Piranhas";-;-;-;-;-;-;1;-;-;-;-;-;1
"240570 Jardim do Seridó";-;2;1;1;-;1;-;-;-;1;1;-;7
"240580 João Câmara";1;2;18;19;4;2;-;1;1;-;1;1;50
"240600 José da Penha";-;-;-;-;-;24;16;-;-;-;-;-;40
"240610 Jucurutu";-;-;-;-;-;-;-;-;-;1;-;-;1
"240620 Lagoa d'Anta";-;-;-;-;-;-;1;-;-;-;-;-;1
"240640 Lagoa de Velhos";-;1;-;-;2;-;-;5;1;5;1;-;15
"240650 Lagoa Nova";-;-;-;4;-;-;-;1;-;-;-;-;5
"240670 Lajes";-;-;-;-;1;-;-;-;-;-;-;-;1
"240680 Lajes Pintadas";1;-;2;-;1;-;-;-;-;-;-;-;4
"240690 Lucrécia";-;-;1;-;-;-;-;-;-;-;-;-;1
"240710 Macaíba";37;15;14;8;12;5;6;1;5;4;5;2;114
"240720 Macau";-;-;-;2;-;-;1;-;1;-;-;-;4
"240730 Marcelino Vieira";-;-;1;4;31;13;-;-;-;3;1;-;53
"240750 Maxaranguape";2;-;1;-;-;-;-;-;-;-;-;-;3
"240770 Montanhas";-;-;-;-;-;-;-;-;-;1;-;-;1
"240790 Monte das Gameleiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"240800 Mossoró";29;109;288;74;113;79;49;88;94;89;80;66;1158
"240810 Natal";281;330;395;718;375;414;329;425;233;288;200;191;4179
"240820 Nísia Floresta";-;-;3;1;-;-;-;-;-;-;-;1;5
"240830 Nova Cruz";1;-;-;-;7;10;1;3;1;-;-;-;23
"240850 Ouro Branco";-;-;-;-;1;-;-;-;-;-;-;-;1
"240880 Parazinho";-;-;7;2;-;-;-;-;-;-;-;-;9
"240890 Parelhas";4;2;-;-;-;2;1;-;-;-;-;6;15
"240325 Parnamirim";1;-;4;2;-;-;2;-;1;-;1;-;11
"240910 Passa e Fica";-;-;-;-;-;1;-;-;-;-;-;-;1
"240920 Passagem";-;-;-;-;1;1;-;-;-;-;-;-;2
"240930 Patu";-;-;-;-;1;-;-;-;-;-;-;1;2
"240940 Pau dos Ferros";32;22;57;-;6;2;5;5;-;5;2;2;138
"240950 Pedra Grande";-;1;-;-;1;-;-;2;-;-;-;-;4
"240970 Pedro Avelino";-;-;-;1;-;-;-;-;-;-;-;-;1
"240980 Pedro Velho";-;-;1;-;-;-;-;-;-;-;-;-;1
"240990 Pendências";1;-;2;2;-;-;-;-;-;-;-;-;5
"241010 Poço Branco";-;-;1;-;-;-;-;4;9;-;-;-;14
"241020 Portalegre";-;-;-;-;-;1;-;-;-;-;-;-;1
"241025 Porto do Mangue";-;-;1;-;-;-;-;-;-;-;2;1;4
"241040 Pureza";-;-;1;1;-;-;-;1;2;-;4;-;9
"241050 Rafael Fernandes";1;1;2;-;-;8;3;-;-;-;-;-;15
"241090 Riachuelo";-;1;-;1;-;-;-;11;-;-;-;-;13
"241100 Rodolfo Fernandes";-;1;4;-;-;-;-;-;-;-;-;-;5
"241110 Ruy Barbosa";-;-;1;-;-;1;-;-;-;-;-;-;2
"241120 Santa Cruz";2;5;3;1;3;3;1;3;1;1;-;-;23
"240933 Santa Maria";1;-;1;-;-;-;-;-;-;-;-;-;2
"241140 Santana do Matos";-;-;1;-;-;-;-;-;1;3;2;-;7
"241142 Santana do Seridó";-;-;-;-;-;-;-;-;1;-;-;-;1
"241150 Santo Antônio";-;3;5;4;6;-;1;2;2;4;3;1;31
"241170 São Bento do Trairí";-;4;14;-;4;-;-;-;-;-;-;-;22
"241180 São Fernando";-;-;-;2;-;-;-;-;-;-;-;-;2
"241190 São Francisco do Oeste";-;-;-;-;-;-;1;2;1;-;-;-;4
"241200 São Gonçalo do Amarante";-;-;1;-;-;-;-;-;2;-;-;-;3
"241220 São José de Mipibu";-;4;3;1;3;7;5;5;1;2;1;1;33
"241230 São José do Campestre";-;-;-;-;5;4;1;2;-;1;-;-;13
"241240 São José do Seridó";-;-;-;-;-;-;-;-;1;-;-;-;1
"241255 São Miguel do Gostoso";-;-;-;-;-;-;1;-;1;-;-;-;2
"241260 São Paulo do Potengi";1;2;1;-;1;1;-;2;1;1;1;2;13
"241290 São Tomé";-;-;4;1;-;2;2;1;-;-;-;-;10
"241300 São Vicente";-;-;1;2;-;-;-;-;-;-;-;-;3
"241030 Serra Caiada";-;-;4;-;-;-;-;-;-;-;-;-;4
"241330 Serra de São Bento";-;2;4;-;-;-;-;-;-;1;-;-;7
"241335 Serra do Mel";-;6;1;-;-;1;-;-;1;-;-;-;9
"241340 Serra Negra do Norte";-;-;-;2;-;1;-;-;-;-;-;-;3
"241350 Serrinha";-;-;-;-;-;-;6;-;-;-;-;-;6
"241355 Serrinha dos Pintos";-;-;-;-;-;1;-;-;-;-;-;-;1
"241370 Sítio Novo";-;-;-;-;-;-;-;-;-;-;-;2;2
"241380 Taboleiro Grande";-;-;1;2;-;-;-;-;-;-;-;-;3
"241390 Taipu";-;-;-;-;2;-;-;-;-;-;-;-;2
"241400 Tangará";-;-;2;-;-;-;-;1;-;-;-;-;3
"241410 Tenente Ananias";-;-;-;-;-;-;2;1;-;-;1;-;4
"241105 Tibau";1;3;4;2;3;2;-;4;-;-;-;-;19
"241420 Tibau do Sul";-;-;-;-;-;-;-;-;1;5;1;-;7
"241430 Timbaúba dos Batistas";-;-;-;-;-;-;-;-;-;1;-;-;1
"241440 Touros";-;-;1;-;-;-;-;-;-;-;-;-;1
"241470 Várzea";-;-;-;-;2;-;-;-;-;-;-;-;2
"241480 Vera Cruz";1;-;-;-;-;-;-;-;-;-;-;-;1
"250030 Alagoa Grande";1;2;1;-;-;-;2;2;-;-;-;-;8
"250040 Alagoa Nova";-;-;-;-;-;1;-;-;1;-;-;-;2
"250050 Alagoinha";-;-;-;-;-;-;-;1;-;1;-;-;2
"250060 Alhandra";7;15;8;7;2;-;-;-;-;-;-;-;39
"250100 Araruna";1;1;-;-;1;-;-;-;-;-;3;-;6
"250110 Areia";-;-;-;-;-;-;-;-;-;-;18;6;24
"250120 Areial";-;-;-;-;-;-;1;-;-;1;1;-;3
"250130 Aroeiras";-;-;-;-;-;-;-;-;-;-;1;-;1
"250140 Baía da Traição";-;-;3;-;-;2;-;-;-;-;-;-;5
"250150 Bananeiras";-;1;-;-;-;1;-;-;-;-;-;1;3
"250153 Baraúna";-;-;1;-;-;-;-;-;-;-;-;-;1
"250160 Barra de Santa Rosa";-;-;4;-;-;-;-;-;-;-;-;-;4
"250157 Barra de Santana";-;-;-;-;-;-;-;3;-;1;-;-;4
"250180 Bayeux";-;-;2;2;-;-;-;-;1;-;-;-;5
"250190 Belém";1;-;-;-;-;2;-;-;1;-;-;-;4
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;11;29;7;2;-;-;49
"250215 Boa Vista";1;-;-;-;-;-;1;-;1;-;1;-;4
"250220 Bom Jesus";-;-;-;-;1;-;2;-;2;-;-;-;5
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;-;1;-;-;-;1
"250250 Boqueirão";-;-;-;-;-;-;-;2;-;4;3;7;16
"250270 Borborema";-;-;-;-;1;-;-;-;-;-;-;-;1
"250290 Brejo dos Santos";-;3;-;-;-;-;-;-;-;-;-;-;3
"250300 Caaporã";-;-;-;6;4;-;3;-;-;2;2;-;17
"250310 Cabaceiras";-;-;-;-;-;-;-;-;-;-;-;8;8
"250320 Cabedelo";-;-;2;-;-;-;2;2;2;-;-;1;9
"250330 Cachoeira dos Índios";-;-;-;-;-;13;1;-;3;-;-;-;17
"250355 Cacimbas";-;-;4;-;-;-;-;-;-;-;-;-;4
"250370 Cajazeiras";4;2;1;3;2;3;5;13;2;4;3;-;42
"250400 Campina Grande";2;1;3;2;6;5;21;18;21;32;36;17;164
"250420 Catingueira";-;-;-;-;-;-;-;13;6;-;-;-;19
"250430 Catolé do Rocha";-;-;1;-;1;1;1;3;7;-;-;-;14
"250435 Caturité";-;-;-;-;-;-;-;-;5;4;-;1;10
"250460 Conde";-;-;1;-;-;-;-;-;-;-;-;-;1
"250480 Coremas";-;-;-;-;2;-;-;-;2;1;-;-;5
"250485 Coxixola";-;-;-;-;-;-;2;-;11;3;3;-;19
"250510 Cuité";-;4;1;1;-;-;-;-;1;1;2;1;11
"250570 Dona Inês";2;1;5;15;3;-;2;-;-;-;-;-;28
"250600 Esperança";-;-;-;1;5;-;1;-;-;8;-;-;15
"250610 Fagundes";-;-;-;3;5;-;12;16;4;2;-;-;42
"250620 Frei Martinho";-;-;2;-;-;-;-;-;-;-;-;-;2
"250625 Gado Bravo";-;-;-;1;-;-;-;-;1;-;-;-;2
"250630 Guarabira";2;1;3;4;7;3;3;6;-;-;-;-;29
"250650 Gurjão";-;-;-;-;-;-;-;-;-;-;1;-;1
"250660 Ibiara";-;-;-;-;-;-;-;12;-;-;-;-;12
"250670 Imaculada";-;-;-;1;-;-;-;1;-;-;-;-;2
"250680 Ingá";1;-;-;-;-;-;-;-;-;-;-;-;1
"250690 Itabaiana";1;-;6;1;3;1;1;1;-;-;-;-;14
"250700 Itaporanga";-;1;1;-;-;-;2;3;-;-;-;-;7
"250720 Itatuba";-;-;-;-;-;-;1;1;-;-;-;-;2
"250750 João Pessoa";118;171;376;250;200;290;233;301;155;200;158;96;2548
"251365 Joca Claudino";-;2;-;-;-;-;-;-;-;-;-;-;2
"250770 Juazeirinho";-;-;-;1;1;3;1;1;1;1;8;1;18
"250800 Juru";-;-;6;-;2;-;-;-;-;-;-;-;8
"250830 Lagoa Seca";-;-;-;3;2;3;-;-;1;-;-;-;9
"250840 Lastro";-;-;-;-;-;-;-;-;-;-;6;-;6
"250855 Logradouro";-;-;-;-;-;-;-;-;-;-;1;-;1
"250860 Lucena";-;-;-;-;3;-;-;-;3;3;1;-;10
"250870 Mãe d'Água";-;-;1;-;-;-;-;-;-;-;-;-;1
"250880 Malta";-;-;-;-;-;1;-;-;-;-;-;-;1
"250890 Mamanguape";-;1;1;-;-;-;-;1;-;-;2;-;5
"250900 Manaíra";-;-;2;2;-;-;-;-;-;-;-;-;4
"250939 Maturéia";-;-;-;-;2;-;-;-;-;-;-;-;2
"250970 Monteiro";-;1;-;1;1;1;-;-;2;-;-;-;6
"251000 Nazarezinho";-;-;1;-;-;-;-;-;-;-;-;-;1
"251010 Nova Floresta";-;1;-;-;3;1;-;-;-;-;-;-;5
"251050 Olivedos";-;-;-;-;-;-;-;1;1;-;-;-;2
"251070 Passagem";-;1;3;-;-;2;-;-;-;-;-;-;6
"251080 Patos";-;-;-;-;-;1;-;1;-;2;-;-;4
"251100 Pedra Branca";-;-;1;-;-;-;-;-;-;-;-;-;1
"251110 Pedra Lavrada";-;-;4;-;-;1;-;1;1;-;-;-;7
"251272 Pedro Régis";-;-;1;-;-;-;-;-;-;-;-;-;1
"251130 Piancó";2;2;3;2;-;-;-;-;-;1;2;-;12
"251140 Picuí";1;-;-;-;1;2;-;-;1;-;-;1;6
"251180 Pirpirituba";-;-;-;-;-;-;-;1;-;-;-;-;1
"251200 Pocinhos";-;3;1;1;-;-;2;2;-;-;-;-;9
"251207 Poço de José de Moura";1;-;-;-;-;-;-;-;-;-;-;-;1
"251210 Pombal";-;-;1;1;-;-;2;-;-;-;-;-;4
"251230 Princesa Isabel";-;-;1;1;-;-;1;2;-;-;-;-;5
"251250 Queimadas";2;-;-;2;-;-;1;1;9;7;21;35;78
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-;-;-;3;1;-;4
"251290 Rio Tinto";-;-;-;-;-;-;1;-;-;-;-;-;1
"251315 Santa Cecília";-;-;1;-;-;1;14;16;1;3;-;-;36
"251340 Santa Luzia";-;-;-;-;-;2;1;2;1;5;13;6;30
"251370 Santa Rita";-;4;1;-;13;35;26;34;7;4;-;11;135
"251380 Santa Teresinha";-;-;2;1;3;-;1;1;1;1;3;-;13
"251390 São Bento";-;-;-;-;1;-;-;-;-;-;-;-;1
"251398 São Francisco";-;-;-;-;-;-;-;-;-;18;7;13;38
"250070 São João do Rio do Peixe";-;-;-;-;-;-;-;3;-;-;-;-;3
"251450 São José de Piranhas";-;1;-;-;-;1;-;-;-;-;-;-;2
"251465 São José do Brejo do Cruz";-;1;-;-;-;-;-;-;-;-;-;-;1
"251500 São Miguel de Taipu";-;-;-;1;-;-;-;-;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-;-;1;-;-;-;1
"251560 Serra da Raiz";-;-;-;-;1;-;-;-;-;-;-;-;1
"251570 Serra Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"251620 Sousa";3;21;6;7;2;2;5;7;12;14;2;-;81
"251630 Sumé";-;-;-;-;-;1;-;-;-;-;-;-;1
"251670 Teixeira";1;-;-;1;-;-;-;-;-;-;-;-;2
"251680 Triunfo";-;1;-;-;3;5;3;-;-;-;-;-;12
"251690 Uiraúna";-;-;-;-;5;4;1;2;-;-;-;-;12
"251700 Umbuzeiro";-;7;1;-;-;-;-;-;-;-;-;-;8
"251720 Vieirópolis";-;-;-;-;-;-;-;-;-;4;-;-;4
"250550 Vista Serrana";-;-;1;1;-;-;-;-;-;-;-;-;2
"260005 Abreu e Lima";2;-;-;-;2;-;-;-;-;-;-;-;4
"260010 Afogados da Ingazeira";1;1;4;4;3;3;4;8;3;3;2;1;37
"260020 Afrânio";-;-;-;-;-;-;-;-;-;-;1;-;1
"260030 Agrestina";-;-;-;-;-;-;-;2;-;-;-;-;2
"260040 Água Preta";-;-;-;-;-;-;-;1;-;-;-;-;1
"260050 Águas Belas";2;-;-;-;1;-;1;-;-;2;2;-;8
"260080 Altinho";3;5;5;24;22;13;4;1;17;-;-;1;95
"260100 Angelim";-;3;-;15;24;4;-;-;-;-;-;-;46
"260110 Araripina";-;-;1;-;-;-;-;-;-;-;-;-;1
"260120 Arcoverde";1;-;1;-;2;1;1;1;2;-;1;-;10
"260130 Barra de Guabiraba";-;-;-;-;1;2;8;1;1;-;2;-;15
"260140 Barreiros";1;2;1;-;-;2;-;-;-;-;-;-;6
"260170 Belo Jardim";34;40;57;77;75;62;27;31;24;47;42;23;539
"260190 Bezerros";-;-;-;-;-;9;1;-;2;1;-;-;13
"260200 Bodocó";-;-;-;-;1;-;-;-;1;2;-;-;4
"260210 Bom Conselho";28;14;-;-;2;-;-;-;-;-;2;-;46
"260220 Bom Jardim";-;-;-;-;-;-;1;-;-;-;-;-;1
"260230 Bonito";-;-;1;1;-;-;4;1;3;-;-;-;10
"260250 Brejinho";-;-;-;-;-;-;-;1;-;-;-;-;1
"260260 Brejo da Madre de Deus";5;1;11;7;38;67;60;31;12;10;6;-;248
"260270 Buenos Aires";-;-;-;-;-;2;-;1;-;-;-;-;3
"260280 Buíque";-;-;-;-;2;-;1;-;-;-;-;-;3
"260290 Cabo de Santo Agostinho";39;22;61;34;71;80;74;90;48;34;26;39;618
"260310 Cachoeirinha";-;-;-;-;-;1;1;2;1;-;1;1;7
"260320 Caetés";1;6;18;18;17;36;23;4;-;1;2;16;142
"260330 Calçado";-;-;-;1;2;29;-;-;1;1;-;-;34
"260340 Calumbi";-;1;-;-;-;-;-;-;-;-;-;-;1
"260345 Camaragibe";-;-;3;1;1;2;3;1;1;3;6;-;21
"260350 Camocim de São Félix";-;-;-;-;-;1;-;-;-;-;-;-;1
"260370 Canhotinho";-;-;3;-;1;-;-;-;-;1;-;-;5
"260380 Capoeiras";-;-;-;-;-;-;-;1;-;-;-;-;1
"260390 Carnaíba";1;-;1;-;1;-;-;-;-;-;-;-;3
"260400 Carpina";2;5;1;1;12;14;6;4;4;-;1;-;50
"260410 Caruaru";10;13;17;19;36;40;38;52;24;21;14;13;297
"260415 Casinhas";-;-;-;-;-;-;-;-;13;12;1;-;26
"260430 Cedro";-;1;-;-;1;-;-;-;-;-;-;-;2
"260440 Chã de Alegria";-;-;-;-;-;-;-;-;-;-;-;1;1
"260450 Chã Grande";-;-;-;-;9;7;-;-;-;-;-;-;16
"260490 Cumaru";-;-;-;-;-;-;2;2;3;1;-;2;10
"260500 Cupira";-;-;-;-;-;-;1;-;1;-;-;-;2
"260510 Custódia";-;-;-;-;1;-;-;-;4;-;-;-;5
"260520 Escada";-;-;-;-;-;-;2;4;2;2;2;2;14
"260530 Exu";-;-;1;1;-;-;-;-;-;1;-;-;3
"260540 Feira Nova";-;1;5;-;4;-;5;2;-;1;2;1;21
"260545 Fernando de Noronha";2;-;-;-;-;-;-;-;-;-;-;-;2
"260550 Ferreiros";-;2;1;-;-;-;-;-;-;-;-;-;3
"260570 Floresta";-;-;-;-;-;-;-;-;-;-;-;1;1
"260580 Frei Miguelinho";-;-;-;-;1;-;1;1;6;-;-;-;9
"260590 Gameleira";-;-;-;-;-;-;-;-;-;1;-;-;1
"260600 Garanhuns";19;15;32;43;101;99;32;20;11;5;7;11;395
"260620 Goiana";2;9;38;15;23;12;4;2;7;10;8;15;145
"260640 Gravatá";-;1;-;-;-;1;-;1;-;2;8;67;80
"260650 Iati";2;2;-;9;17;4;-;1;-;-;2;-;37
"260660 Ibimirim";-;-;-;-;-;-;-;-;-;-;3;-;3
"260670 Ibirajuba";-;-;-;-;1;-;-;-;-;-;-;-;1
"260680 Igarassu";4;1;2;2;10;12;3;15;8;7;2;13;79
"260760 Ilha de Itamaracá";-;3;-;-;2;-;-;-;-;-;-;-;5
"260710 Ingazeira";-;-;2;1;-;-;-;-;-;-;-;-;3
"260720 Ipojuca";1;-;1;1;1;-;-;-;1;-;-;1;6
"260740 Itacuruba";-;-;-;-;1;-;-;-;-;-;-;-;1
"260750 Itaíba";-;6;5;2;11;4;-;-;-;-;-;-;28
"260770 Itapetim";-;-;-;-;1;-;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";14;28;43;24;9;1;1;11;8;10;13;8;170
"260795 Jaqueira";-;-;1;8;14;5;5;6;5;4;-;-;48
"260800 Jataúba";2;2;10;25;14;23;11;11;5;12;9;4;128
"260805 Jatobá";-;-;1;-;-;-;-;1;-;-;-;-;2
"260810 João Alfredo";-;1;1;1;-;2;-;2;3;1;-;-;11
"260840 Jurema";-;-;1;1;-;1;-;-;-;-;-;-;3
"260845 Lagoa do Carro";-;-;-;-;-;-;-;2;-;-;-;-;2
"260860 Lagoa do Ouro";1;-;-;-;-;1;-;-;-;-;-;-;2
"260870 Lagoa dos Gatos";-;-;-;-;-;-;1;1;-;-;-;1;3
"260875 Lagoa Grande";-;-;-;1;1;3;-;1;-;-;1;-;7
"260880 Lajedo";-;1;8;19;231;314;73;30;2;-;-;-;678
"260890 Limoeiro";2;7;7;6;8;7;6;10;8;5;9;7;82
"260910 Machados";-;-;-;7;2;4;-;2;4;-;1;1;21
"260920 Maraial";-;-;-;-;-;-;-;1;-;-;-;-;1
"261430 Moreilândia";-;-;-;1;-;-;-;-;-;2;-;-;3
"260940 Moreno";-;-;-;-;-;-;-;-;2;-;-;-;2
"260950 Nazaré da Mata";-;-;-;-;-;-;-;-;-;-;1;-;1
"260960 Olinda";33;27;56;19;23;6;97;69;15;23;15;11;394
"260970 Orobó";1;-;-;-;-;-;-;-;-;11;-;2;14
"260980 Orocó";-;-;-;-;-;-;-;-;-;-;-;1;1
"260990 Ouricuri";-;-;-;-;1;1;1;1;-;2;-;-;6
"261000 Palmares";-;1;-;1;-;-;4;2;5;5;9;1;28
"261020 Panelas";-;-;-;-;-;3;5;3;2;1;-;1;15
"261030 Paranatama";-;-;-;-;3;3;1;-;-;-;-;-;7
"261050 Passira";-;-;-;1;1;2;-;-;3;-;-;-;7
"261060 Paudalho";-;2;-;7;-;1;-;-;-;2;-;1;13
"261070 Paulista";11;13;24;1;3;5;2;12;8;5;7;11;102
"261080 Pedra";-;4;6;7;3;2;2;-;-;1;1;2;28
"261090 Pesqueira";9;3;10;2;12;13;17;14;5;4;3;1;93
"261100 Petrolândia";-;-;-;-;-;-;-;-;1;1;-;1;3
"261110 Petrolina";5;4;1;-;2;1;-;3;3;3;2;-;24
"261120 Poção";-;-;-;1;19;-;-;-;-;-;-;-;20
"261140 Primavera";1;-;-;-;1;-;-;-;-;-;-;-;2
"261150 Quipapá";-;-;3;1;1;-;-;-;-;-;1;-;6
"261160 Recife";182;163;220;119;205;224;97;141;130;116;75;76;1748
"261180 Ribeirão";-;-;-;-;-;7;-;1;-;-;1;-;9
"261190 Rio Formoso";10;3;2;2;-;1;-;1;-;-;1;-;20
"261220 Salgueiro";-;1;-;2;1;-;2;1;-;-;-;-;7
"261230 Saloá";1;-;-;-;2;2;-;-;-;-;1;-;6
"261240 Sanharó";-;-;1;2;11;3;-;2;-;-;-;-;19
"261245 Santa Cruz";-;-;-;-;-;-;1;-;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;-;1;-;-;-;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";-;6;5;2;19;4;1;6;5;4;2;3;57
"261255 Santa Filomena";-;-;-;-;1;-;-;-;-;-;1;-;2
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;1;8;3;2;-;-;14
"261280 Santa Terezinha";-;-;-;8;11;4;-;2;-;-;-;-;25
"261300 São Bento do Una";-;-;1;1;2;4;6;11;2;1;2;1;31
"261310 São Caitano";-;1;1;2;10;4;6;4;4;-;5;1;38
"261320 São João";11;18;11;8;99;24;13;6;3;7;6;1;207
"261330 São Joaquim do Monte";-;-;-;1;-;4;5;1;-;-;-;-;11
"261340 São José da Coroa Grande";-;-;-;-;-;-;-;1;-;1;-;-;2
"261350 São José do Belmonte";-;-;-;2;3;-;-;-;-;-;-;-;5
"261360 São José do Egito";-;1;-;-;-;-;-;-;-;-;-;-;1
"261370 São Lourenço da Mata";-;-;2;3;1;-;-;3;-;1;-;-;10
"261380 São Vicente Ferrer";-;-;-;-;6;1;-;1;-;-;9;9;26
"261390 Serra Talhada";-;1;-;1;2;-;-;1;1;-;-;1;7
"261410 Sertânia";-;-;-;-;-;-;-;-;-;3;-;2;5
"261420 Sirinhaém";45;-;-;-;-;-;-;-;-;-;-;-;45
"261440 Solidão";-;-;-;-;2;-;-;-;-;-;-;-;2
"261450 Surubim";1;1;1;2;4;18;12;44;63;36;10;-;192
"261470 Tacaimbó";-;-;-;2;3;7;1;1;1;-;-;-;15
"261480 Tacaratu";-;-;-;-;1;-;1;-;1;-;-;-;3
"261500 Taquaritinga do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"261530 Timbaúba";-;-;-;-;-;-;-;-;-;8;1;6;15
"261540 Toritama";-;-;-;104;1;1;-;-;-;-;-;-;106
"261560 Trindade";-;-;-;-;1;-;-;-;-;-;-;-;1
"261570 Triunfo";1;-;-;-;-;-;-;-;-;-;-;-;1
"261580 Tupanatinga";-;-;1;2;2;1;1;-;-;-;1;-;8
"261600 Venturosa";-;12;3;6;2;1;-;2;1;2;1;-;30
"261620 Vertentes";5;2;-;6;7;16;12;16;14;10;-;-;88
"261630 Vicência";-;-;-;-;-;-;-;-;-;1;-;1;2
"261640 Vitória de Santo Antão";3;-;3;3;12;3;2;5;3;7;1;12;54
"261650 Xexéu";-;-;-;-;-;-;-;-;-;-;5;5;10
"270010 Água Branca";-;-;-;1;-;-;-;-;-;-;-;-;1
"270030 Arapiraca";87;64;114;129;361;400;179;135;92;90;75;61;1787
"270040 Atalaia";-;-;-;-;-;-;2;1;-;-;-;-;3
"270050 Barra de Santo Antônio";1;1;-;3;-;-;-;-;-;-;-;-;5
