DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de notificação e Mês notificação
Período:2019
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314070 Mateus Leme";7;24;299;545;216;49;2;-;1;1;-;4;1148
"317150 Mathias Lobato";-;-;-;-;1;-;-;-;-;-;-;-;1
"314080 Matias Barbosa";-;-;3;8;8;7;2;-;-;1;-;1;30
"314085 Matias Cardoso";-;-;1;21;34;3;4;1;-;-;-;-;64
"314090 Matipó";-;-;2;2;6;1;-;-;-;-;-;-;11
"314100 Mato Verde";56;51;88;44;65;15;7;4;2;-;-;1;333
"314110 Matozinhos";1;7;127;764;772;312;26;2;1;-;-;-;2012
"314120 Matutina";-;-;1;2;-;-;-;-;-;-;-;-;3
"314130 Medeiros";1;1;1;8;2;-;-;-;-;-;-;-;13
"314140 Medina";-;-;-;-;-;2;-;-;-;-;-;3;5
"314150 Mendes Pimentel";-;-;-;-;2;-;1;1;-;-;-;-;4
"314160 Mercês";-;2;1;9;43;6;1;-;-;2;-;-;64
"314170 Mesquita";-;-;-;-;1;2;1;1;1;-;-;1;7
"314180 Minas Novas";-;-;1;1;36;27;23;-;1;1;3;1;94
"314200 Mirabela";324;58;86;122;106;24;2;3;1;3;1;12;742
"314210 Miradouro";3;1;2;2;7;3;13;2;-;-;1;2;36
"314220 Miraí";-;1;-;-;5;2;1;-;-;-;-;-;9
"314225 Miravânia";-;35;105;51;11;1;-;-;-;-;-;-;203
"314230 Moeda";-;-;1;7;6;-;1;1;-;-;-;-;16
"314240 Moema";1;-;1;1;1;2;-;-;-;-;-;-;6
"314250 Monjolos";1;-;2;18;14;-;-;-;-;-;-;-;35
"314260 Monsenhor Paulo";-;-;-;-;3;2;2;-;-;-;-;-;7
"314270 Montalvânia";-;-;-;3;8;4;1;-;-;-;-;-;16
"314280 Monte Alegre de Minas";2;16;14;24;34;22;6;1;1;-;-;3;123
"314290 Monte Azul";14;21;15;26;32;14;1;1;1;-;-;1;126
"314300 Monte Belo";1;-;23;34;12;1;-;-;-;-;-;-;71
"314310 Monte Carmelo";62;155;245;78;76;55;17;-;2;4;6;3;703
"314320 Monte Santo de Minas";-;22;13;19;3;2;-;-;-;-;-;-;59
"314340 Monte Sião";1;8;57;39;7;-;-;-;-;-;-;-;112
"314330 Montes Claros";56;156;471;1444;4764;1138;228;38;50;22;16;34;8417
"314345 Montezuma";-;-;1;38;22;11;-;-;-;-;-;-;72
"314350 Morada Nova de Minas";1;8;35;58;46;18;3;1;5;6;7;6;194
"314360 Morro da Garça";-;-;1;22;29;12;9;-;-;-;-;-;73
"314370 Morro do Pilar";-;-;-;4;17;6;2;1;-;-;-;-;30
"314390 Muriaé";21;55;62;202;870;383;129;19;13;12;12;15;1793
"314400 Mutum";1;-;1;5;10;7;15;1;-;1;1;3;45
"314410 Muzambinho";-;5;3;3;3;-;-;-;-;-;-;-;14
"314430 Nanuque";1;-;6;2;37;43;3;-;-;-;-;-;92
"314435 Naque";-;1;-;-;-;-;-;-;-;-;-;-;1
"314437 Natalândia";7;1;9;8;3;2;-;-;-;-;-;-;30
"314450 Nazareno";-;-;3;1;1;-;-;2;-;-;-;-;7
"314460 Nepomuceno";3;51;188;251;94;16;1;-;-;-;1;1;606
"314465 Ninheira";1;-;-;-;-;-;-;1;-;-;-;-;2
"314467 Nova Belém";-;-;-;1;-;-;-;-;-;-;-;-;1
"314470 Nova Era";-;1;1;18;31;3;1;1;-;1;-;-;57
"314480 Nova Lima";9;26;157;664;628;279;106;18;7;14;21;12;1941
"314490 Nova Módica";-;-;-;-;4;-;-;-;1;-;2;-;7
"314500 Nova Ponte";2;7;22;38;77;36;2;-;1;-;-;-;185
"314505 Nova Porteirinha";1;-;7;56;124;53;12;10;4;1;1;-;269
"314510 Nova Resende";-;-;-;1;2;1;-;-;-;-;-;-;4
"314520 Nova Serrana";38;143;237;1333;1908;497;182;39;29;3;1;4;4414
"313660 Nova União";-;1;11;35;33;5;-;-;-;-;-;1;86
"314530 Novo Cruzeiro";-;-;1;1;1;2;2;-;1;-;-;-;8
"314535 Novo Oriente de Minas";-;-;-;-;3;5;1;2;-;-;3;4;18
"314537 Novorizonte";-;-;-;3;4;5;1;-;-;-;-;-;13
"314540 Olaria";-;1;-;-;-;-;2;-;-;-;-;-;3
"314545 Olhos-d'Água";-;-;2;10;39;22;8;-;-;-;-;-;81
"314560 Oliveira";1;4;1;19;43;16;3;-;-;-;1;1;89
"314580 Onça de Pitangui";-;-;-;1;5;6;5;-;-;-;-;1;18
"314585 Oratórios";-;-;-;1;2;1;-;-;-;-;-;-;4
"314587 Orizânia";-;-;-;-;1;1;-;-;-;-;-;-;2
"314590 Ouro Branco";4;4;4;43;51;26;8;3;-;-;3;-;146
"314600 Ouro Fino";-;-;5;3;1;-;-;-;-;-;-;-;9
"314610 Ouro Preto";-;1;6;19;39;13;5;2;3;-;3;3;94
"314620 Ouro Verde de Minas";1;-;-;-;1;-;-;-;-;-;-;1;3
"314625 Padre Carvalho";-;5;41;143;97;32;-;-;-;-;-;12;330
"314630 Padre Paraíso";-;-;-;2;66;38;8;3;1;-;-;1;119
"314655 Pai Pedro";-;-;-;8;38;11;4;-;-;-;-;-;61
"314640 Paineiras";1;1;6;43;24;12;1;-;-;-;1;1;90
"314650 Pains";6;14;32;41;27;8;6;3;-;1;-;1;139
"314660 Paiva";-;-;-;1;-;-;1;-;-;-;-;-;2
"314670 Palma";-;-;-;-;-;1;-;-;-;-;-;-;1
"314690 Papagaios";2;29;159;65;108;57;6;3;2;-;-;2;433
"314710 Pará de Minas";4;8;122;978;1373;168;21;3;1;-;5;9;2692
"314700 Paracatu";376;435;769;691;698;233;88;36;12;9;19;12;3378
"314720 Paraguaçu";1;1;-;-;5;1;-;-;-;-;-;-;8
"314730 Paraisópolis";-;-;-;1;4;-;-;-;-;-;-;-;5
"314740 Paraopeba";-;4;3;42;44;2;-;1;-;-;1;-;97
"314760 Passa Quatro";-;-;-;-;-;1;-;-;-;-;-;-;1
"314770 Passa Tempo";-;1;2;3;9;6;-;-;-;2;-;-;23
"314780 Passa-Vinte";-;-;-;-;-;2;-;-;-;-;-;-;2
"314790 Passos";575;654;618;649;549;220;53;45;34;25;28;32;3482
"314795 Patis";2;75;17;-;-;-;-;-;-;-;1;-;95
"314800 Patos de Minas";25;169;734;1304;2692;590;78;15;20;3;18;52;5700
"314810 Patrocínio";10;60;139;1218;713;64;7;4;-;2;2;1;2220
"314820 Patrocínio do Muriaé";2;36;27;3;5;1;-;-;-;-;-;-;74
"314830 Paula Cândido";-;-;1;-;-;1;-;-;-;-;-;-;2
"314840 Paulistas";-;-;-;7;12;2;1;-;-;-;1;-;23
"314860 Peçanha";-;-;-;4;3;3;2;-;-;-;-;-;12
"314870 Pedra Azul";-;-;-;1;2;-;1;-;-;-;-;-;4
"314880 Pedra do Anta";-;-;-;-;3;2;1;-;-;-;-;-;6
"314890 Pedra do Indaiá";4;-;2;1;7;4;1;-;-;-;-;-;19
"314900 Pedra Dourada";-;-;1;-;1;-;-;-;-;-;-;-;2
"314910 Pedralva";1;-;-;3;2;-;-;1;-;-;-;-;7
"314915 Pedras de Maria da Cruz";-;5;3;36;48;3;-;-;-;-;-;-;95
"314920 Pedrinópolis";-;2;6;24;24;3;-;-;-;-;-;-;59
"314930 Pedro Leopoldo";2;9;41;414;419;43;28;2;-;1;8;5;972
"314940 Pedro Teixeira";-;-;-;3;-;-;-;-;-;-;-;-;3
"314950 Pequeri";-;1;-;4;30;43;2;-;1;1;-;-;82
"314960 Pequi";3;34;52;140;70;5;3;-;-;-;-;-;307
"314970 Perdigão";4;3;8;65;170;91;27;1;-;-;1;2;372
"314980 Perdizes";1;3;11;17;30;7;4;1;-;1;1;-;76
"314990 Perdões";1;-;62;161;198;31;6;-;-;-;-;1;460
"314995 Periquito";-;-;-;-;-;-;-;-;-;-;1;9;10
"315000 Pescador";1;-;1;2;7;6;1;-;-;-;-;-;18
"315010 Piau";-;-;-;3;12;5;-;-;-;1;-;-;21
"315015 Piedade de Caratinga";-;-;-;-;1;-;-;-;-;-;-;1;2
"315020 Piedade de Ponte Nova";-;-;-;7;24;4;2;-;-;-;-;-;37
"315040 Piedade dos Gerais";-;-;2;19;2;-;-;-;-;-;-;-;23
"315050 Pimenta";11;23;80;118;52;1;-;-;2;1;2;-;290
"315053 Pingo-d'Água";-;-;-;-;-;5;6;1;4;4;1;30;51
"315057 Pintópolis";2;10;45;38;-;-;-;-;-;-;-;-;95
"315060 Piracema";3;-;3;27;41;10;2;-;-;-;1;1;88
"315070 Pirajuba";8;77;24;20;53;54;22;5;11;11;12;17;314
"315080 Piranga";1;-;-;4;2;1;-;-;-;-;1;-;9
"315100 Piranguinho";1;1;-;1;-;-;-;-;-;-;1;1;5
"315110 Pirapetinga";-;-;1;1;-;-;-;1;1;-;-;-;4
"315120 Pirapora";28;197;241;196;301;172;30;3;-;1;-;-;1169
"315130 Piraúba";12;42;110;182;83;-;-;-;-;1;-;1;431
"315140 Pitangui";2;3;14;80;185;139;24;5;4;2;1;2;461
"315150 Piumhi";2;4;13;72;175;87;38;5;2;2;-;7;407
"315160 Planura";1;23;107;122;141;91;36;11;1;-;-;2;535
"315170 Poço Fundo";-;-;-;-;2;-;-;1;-;-;-;-;3
"315180 Poços de Caldas";3;12;11;8;5;2;4;3;-;-;1;-;49
"315190 Pocrane";2;6;32;50;62;9;1;-;-;-;-;-;162
"315200 Pompéu";9;9;57;366;529;110;22;12;13;7;10;6;1150
"315210 Ponte Nova";1;-;3;18;159;49;5;2;1;-;1;-;239
"315213 Ponto Chique";19;13;16;4;10;2;-;-;12;2;2;5;85
"315217 Ponto dos Volantes";-;-;-;-;-;1;1;-;-;-;-;-;2
"315220 Porteirinha";41;17;14;19;84;45;24;8;1;5;2;6;266
"315230 Porto Firme";-;-;-;3;4;-;-;-;-;-;-;-;7
"315240 Poté";-;-;-;-;-;4;-;1;-;-;-;1;6
"315250 Pouso Alegre";-;6;8;6;18;4;-;3;-;2;-;1;48
"315260 Pouso Alto";1;-;1;-;-;-;-;-;-;-;-;-;2
"315270 Prados";-;-;-;6;10;13;2;-;-;-;-;1;32
"315280 Prata";197;410;328;314;158;19;11;2;3;1;1;2;1446
"315290 Pratápolis";-;3;6;10;41;12;10;-;-;-;-;1;83
"315300 Pratinha";-;-;-;-;-;-;-;-;1;-;-;-;1
"315310 Presidente Bernardes";-;-;-;2;1;1;-;-;-;-;-;2;6
"315320 Presidente Juscelino";-;1;10;22;28;4;-;-;-;-;-;-;65
"315330 Presidente Kubitschek";3;-;-;3;3;1;1;-;-;-;-;-;11
"315340 Presidente Olegário";3;24;111;174;405;53;3;-;-;-;-;-;773
"315360 Prudente de Morais";-;-;5;81;16;-;-;-;-;-;-;-;102
"315370 Quartel Geral";-;-;2;4;8;2;1;-;-;1;-;-;18
"315390 Raposos";-;-;-;13;25;2;-;-;-;-;-;-;40
"315400 Raul Soares";1;1;1;5;11;1;3;-;-;-;-;-;23
"315410 Recreio";-;-;-;1;3;1;-;-;1;1;1;-;8
"315415 Reduto";-;-;-;-;2;-;-;-;-;-;-;-;2
"315420 Resende Costa";-;-;2;1;3;2;-;-;-;-;-;-;8
"315430 Resplendor";1;-;7;12;16;20;3;4;2;5;-;1;71
"315445 Riachinho";69;101;74;69;81;21;15;-;-;-;-;-;430
"315450 Riacho dos Machados";-;1;-;3;11;2;-;-;-;-;-;-;17
"315460 Ribeirão das Neves";87;325;1086;3355;3401;945;332;46;21;36;35;219;9888
"315470 Ribeirão Vermelho";1;-;-;2;10;-;-;1;-;1;1;-;16
"315480 Rio Acima";1;-;1;23;16;5;1;-;-;-;-;-;47
"315490 Rio Casca";-;-;-;-;30;8;10;2;1;3;10;28;92
"315510 Rio do Prado";-;-;-;-;-;-;-;-;-;1;23;13;37
"315500 Rio Doce";-;-;-;-;1;1;-;-;-;-;-;-;2
"315520 Rio Espera";-;-;30;9;2;-;-;-;-;-;-;-;41
"315530 Rio Manso";3;3;9;29;71;9;8;1;-;-;-;1;134
"315540 Rio Novo";2;5;48;15;7;8;-;-;-;-;2;-;87
"315550 Rio Paranaíba";2;3;5;10;36;5;2;-;-;-;-;-;63
"315560 Rio Pardo de Minas";-;2;-;-;13;18;3;-;-;-;-;-;36
"315570 Rio Piracicaba";-;-;3;14;7;7;1;-;1;-;-;-;33
"315580 Rio Pomba";120;105;47;40;62;15;6;2;3;2;-;4;406
"315590 Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;1
"315600 Rio Vermelho";-;2;6;61;34;2;1;-;-;-;-;-;106
"315610 Ritápolis";-;-;-;-;4;1;-;-;-;-;-;-;5
"315620 Rochedo de Minas";-;-;2;8;6;2;-;-;-;-;-;-;18
"315630 Rodeiro";13;7;8;22;32;6;-;-;-;7;11;12;118
"315640 Romaria";-;31;52;35;3;-;-;-;-;-;-;-;121
"315645 Rosário da Limeira";-;-;-;-;1;-;-;-;-;-;-;-;1
"315650 Rubelita";-;5;6;9;13;2;-;2;-;-;-;-;37
"315660 Rubim";-;-;1;-;-;1;-;-;-;3;1;-;6
"315670 Sabará";35;570;1126;1628;1446;227;25;5;2;2;2;7;5075
"315680 Sabinópolis";2;-;3;4;10;7;1;-;-;-;-;-;27
"315690 Sacramento";13;39;41;74;103;33;6;-;3;2;-;-;314
"315700 Salinas";2;6;38;288;333;101;31;16;4;20;19;31;889
"315720 Santa Bárbara";-;-;3;3;19;9;1;3;3;-;-;-;41
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;1;-;-;-;-;-;1
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;1;-;-;-;-;-;-;1
"315733 Santa Cruz de Minas";-;-;-;5;9;8;-;-;-;-;-;-;22
"315737 Santa Cruz de Salinas";-;-;5;11;20;2;-;1;-;-;-;-;39
"315740 Santa Cruz do Escalvado";-;-;1;1;2;2;-;-;-;-;-;-;6
"315750 Santa Efigênia de Minas";-;-;-;1;4;2;-;-;-;-;-;-;7
"315760 Santa Fé de Minas";21;65;54;25;11;1;-;-;-;-;-;-;177
"315765 Santa Helena de Minas";-;-;-;-;4;1;2;2;1;-;-;-;10
"315770 Santa Juliana";6;6;39;59;45;18;7;3;-;2;2;5;192
"315780 Santa Luzia";4;7;267;1726;1372;349;5;1;1;2;3;-;3737
"315790 Santa Margarida";-;-;-;-;4;1;-;-;-;-;-;-;5
"315800 Santa Maria de Itabira";-;-;-;1;1;-;1;-;-;-;-;-;3
"315820 Santa Maria do Suaçuí";-;-;6;31;30;7;1;2;-;-;-;-;77
"315920 Santa Rita de Caldas";-;-;-;1;-;-;-;-;-;-;-;-;1
"315950 Santa Rita do Itueto";-;1;-;-;1;2;1;-;-;-;-;-;5
"315960 Santa Rita do Sapucaí";-;2;8;15;15;3;-;-;-;-;-;3;46
"315970 Santa Rosa da Serra";-;-;1;-;-;2;-;-;-;-;-;-;3
"315980 Santa Vitória";5;6;19;35;18;10;4;-;5;-;-;2;104
"315830 Santana da Vargem";3;1;-;10;16;2;-;-;-;-;-;-;32
"315840 Santana de Cataguases";-;-;-;-;8;1;-;-;-;-;1;-;10
"315850 Santana de Pirapama";-;-;2;34;49;5;1;-;1;1;1;-;94
"315860 Santana do Deserto";-;1;2;1;-;-;-;-;-;-;-;-;4
"315880 Santana do Jacaré";-;-;2;1;-;-;-;-;-;-;-;-;3
"315890 Santana do Manhuaçu";-;-;-;-;-;-;1;-;-;-;-;-;1
"315895 Santana do Paraíso";1;2;7;4;17;13;5;2;5;1;1;2;60
"315900 Santana do Riacho";3;3;8;31;69;32;2;-;-;-;-;-;148
"315910 Santana dos Montes";-;-;1;2;-;-;-;-;-;-;-;-;3
"315990 Santo Antônio do Amparo";-;5;4;43;39;13;2;-;-;-;-;-;106
"316000 Santo Antônio do Aventureiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"316010 Santo Antônio do Grama";-;-;-;5;12;7;4;1;-;-;-;-;29
"316030 Santo Antônio do Jacinto";-;-;-;-;5;14;9;-;-;-;1;1;30
"316040 Santo Antônio do Monte";5;6;20;37;82;46;6;1;-;1;-;-;204
"316045 Santo Antônio do Retiro";-;-;2;21;8;2;10;-;-;-;-;-;43
"316060 Santo Hipólito";-;3;15;25;1;-;-;-;-;-;-;-;44
"316070 Santos Dumont";-;-;2;3;11;13;3;-;-;-;-;-;32
"316100 São Domingos do Prata";-;1;2;7;40;21;2;-;1;-;1;1;76
"316110 São Francisco";80;213;176;272;161;8;1;1;1;-;-;2;915
"316120 São Francisco de Paula";-;-;-;2;-;-;-;-;-;-;-;-;2
"316130 São Francisco de Sales";-;6;47;60;54;22;8;1;-;1;-;-;199
"316140 São Francisco do Glória";-;1;-;1;1;-;-;-;-;-;-;-;3
"316150 São Geraldo";-;-;-;9;22;-;-;-;-;-;-;-;31
"316165 São Geraldo do Baixio";-;-;-;-;-;1;3;5;-;5;9;3;26
"316170 São Gonçalo do Abaeté";6;19;21;24;12;-;1;-;-;-;1;1;85
"316180 São Gonçalo do Pará";5;19;63;149;185;33;5;3;-;-;-;-;462
"316190 São Gonçalo do Rio Abaixo";4;1;11;26;36;13;5;3;-;4;2;-;105
"312550 São Gonçalo do Rio Preto";-;1;-;3;23;5;-;-;2;1;-;1;36
"316200 São Gonçalo do Sapucaí";-;-;-;2;7;4;-;2;2;1;1;-;19
"316210 São Gotardo";5;15;44;122;198;187;41;4;2;-;3;2;623
"316220 São João Batista do Glória";2;3;12;38;10;-;-;-;-;-;-;1;66
"316225 São João da Lagoa";1;2;-;26;21;-;1;1;-;-;-;-;52
"316240 São João da Ponte";10;24;71;244;268;23;3;1;-;-;1;1;646
"316245 São João das Missões";-;-;13;42;47;11;4;6;3;-;-;-;126
"316250 São João del Rei";2;6;44;175;319;97;22;-;1;5;2;3;676
"316255 São João do Manhuaçu";-;-;-;1;-;-;-;-;-;-;-;-;1
"316257 São João do Manteninha";-;-;4;11;21;17;13;3;-;-;-;-;69
"316260 São João do Oriente";-;-;-;-;1;2;-;-;-;-;-;-;3
"316265 São João do Pacuí";-;2;3;5;15;8;-;-;-;-;-;-;33
"316270 São João do Paraíso";-;-;-;1;2;2;1;1;-;-;-;-;7
"316280 São João Evangelista";-;-;3;44;62;12;-;-;-;-;-;-;121
"316290 São João Nepomuceno";9;228;825;509;246;57;9;1;-;3;1;-;1888
"316292 São Joaquim de Bicas";5;25;270;567;456;167;30;2;3;1;2;6;1534
"316294 São José da Barra";-;8;19;16;5;-;-;-;-;-;-;-;48
"316295 São José da Lapa";1;-;24;238;293;102;14;2;4;1;1;6;686
"316300 São José da Safira";37;38;-;1;-;-;-;-;-;-;-;-;76
"316310 São José da Varginha";-;4;4;7;25;9;-;-;-;2;11;9;71
"316320 São José do Alegre";1;-;-;-;-;-;-;-;-;1;-;-;2
"316330 São José do Divino";-;-;2;5;1;1;-;-;-;-;-;-;9
"316340 São José do Goiabal";-;-;18;41;34;3;3;-;-;-;-;3;102
"316350 São José do Jacuri";-;-;1;3;7;15;18;-;-;-;-;1;45
"316370 São Lourenço";-;-;-;1;4;-;2;-;1;-;-;-;8
"316380 São Miguel do Anta";-;-;-;4;4;1;-;-;-;-;-;-;9
"316390 São Pedro da União";-;1;1;-;2;-;-;-;-;-;-;-;4
"316410 São Pedro do Suaçuí";-;-;8;20;-;-;-;-;-;-;-;-;28
"316400 São Pedro dos Ferros";-;-;-;2;17;5;5;-;2;4;29;37;101
"316420 São Romão";100;65;36;4;8;-;-;-;-;-;-;-;213
"316430 São Roque de Minas";-;-;1;1;2;1;-;-;-;-;-;-;5
"316447 São Sebastião do Anta";-;-;2;13;31;8;-;-;-;-;-;3;57
"316450 São Sebastião do Maranhão";-;-;1;1;6;1;-;-;-;-;-;-;9
"316460 São Sebastião do Oeste";-;-;5;14;21;10;1;2;1;-;1;-;55
"316470 São Sebastião do Paraíso";579;656;276;182;78;22;8;5;3;1;1;1;1812
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-;1;-;-;-;-;1
"316520 São Thomé das Letras";-;1;-;1;-;-;-;-;-;-;1;-;3
"316500 São Tiago";-;1;1;6;3;-;-;-;-;-;-;-;11
"316510 São Tomás de Aquino";2;42;100;50;20;2;1;-;-;-;-;-;217
"316530 São Vicente de Minas";-;-;1;-;1;3;-;-;-;-;-;-;5
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-;-;2;-;-;-;2
"316553 Sarzedo";28;279;1175;533;278;28;-;-;-;-;1;-;2322
"316556 Sem-Peixe";-;-;-;-;-;-;-;-;1;-;2;-;3
"316560 Senador Cortes";-;-;-;8;25;8;-;-;-;-;-;-;41
"316570 Senador Firmino";4;2;3;1;8;3;-;-;2;3;1;1;28
"316590 Senador Modestino Gonçalves";-;-;-;-;3;3;-;-;-;-;-;-;6
"316600 Senhora de Oliveira";-;-;-;-;5;-;-;-;-;-;-;-;5
"316620 Senhora dos Remédios";-;-;-;4;-;-;-;-;-;-;-;-;4
"316630 Sericita";-;1;-;3;4;3;-;-;-;-;-;-;11
"316650 Serra Azul de Minas";-;-;-;-;2;-;-;-;-;-;-;-;2
"316660 Serra da Saudade";-;-;-;-;-;1;-;-;-;-;-;-;1
"316680 Serra do Salitre";2;3;1;20;58;8;1;-;-;-;-;-;93
"316670 Serra dos Aimorés";-;-;-;-;3;3;5;3;-;-;3;-;17
"316690 Serrania";-;-;-;2;1;-;1;-;1;-;-;-;5
"316695 Serranópolis de Minas";-;1;-;-;1;-;-;1;-;-;-;-;3
"316710 Serro";-;-;-;13;47;15;7;3;2;3;1;1;92
"316720 Sete Lagoas";15;93;291;2990;3526;877;154;22;29;25;14;32;8068
"316555 Setubinha";-;-;-;1;13;6;-;-;-;-;-;-;20
"316730 Silveirânia";-;2;-;1;1;2;-;-;-;-;-;-;6
"316760 Simonésia";1;-;1;1;3;1;1;-;-;-;1;-;9
"316770 Sobrália";-;-;-;1;2;5;1;-;-;-;-;-;9
"316780 Soledade de Minas";-;-;-;-;1;-;-;-;-;-;-;-;1
"316790 Tabuleiro";1;10;91;99;42;6;1;-;-;-;-;-;250
"316800 Taiobeiras";12;9;17;44;65;64;8;2;-;-;-;-;221
"316805 Taparuba";-;1;2;16;46;42;9;2;2;3;1;-;124
"316810 Tapira";1;-;-;-;1;-;-;-;-;-;-;-;2
"316820 Tapiraí";-;-;-;-;-;1;-;-;-;-;-;-;1
"316830 Taquaraçu de Minas";-;-;1;40;114;47;2;-;-;-;-;-;204
"316850 Teixeiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"316860 Teófilo Otoni";3;3;5;31;64;96;52;29;13;15;8;4;323
"316870 Timóteo";23;24;17;17;49;41;22;6;10;5;5;15;234
"316880 Tiradentes";-;3;12;95;72;10;-;-;-;1;-;-;193
"316890 Tiros";-;4;1;2;5;8;3;1;-;-;-;-;24
"316900 Tocantins";8;7;6;166;165;37;30;9;9;9;10;53;509
"316910 Toledo";-;-;-;1;-;-;-;-;-;-;-;-;1
"316920 Tombos";-;-;1;-;12;5;-;-;-;-;-;-;18
"316930 Três Corações";2;-;1;6;61;23;-;-;-;1;1;-;95
"316935 Três Marias";114;110;98;172;154;30;12;-;1;6;2;7;706
"316940 Três Pontas";11;61;223;552;623;121;28;2;2;1;3;2;1629
"316950 Tumiritinga";-;-;-;-;9;7;2;1;-;7;15;18;59
"316960 Tupaciguara";4;5;12;26;17;3;6;1;-;-;-;-;74
"316970 Turmalina";5;8;6;31;50;48;11;1;-;1;-;1;162
"316980 Turvolândia";-;-;-;-;1;1;-;-;1;-;-;-;3
"316990 Ubá";23;27;21;100;157;94;39;21;13;16;14;33;558
"317000 Ubaí";107;85;232;124;55;11;1;-;-;-;-;-;615
"317005 Ubaporanga";-;-;-;-;-;2;-;-;-;-;-;-;2
"317010 Uberaba";99;307;268;314;260;164;45;5;6;7;12;12;1499
"317020 Uberlândia";1344;4927;7869;10094;5007;1012;191;74;73;93;90;173;30947
"317040 Unaí";1692;968;396;240;260;144;95;70;43;41;23;75;4047
"317043 União de Minas";-;-;2;9;21;9;5;-;1;-;-;1;48
"317047 Uruana de Minas";3;-;10;20;9;3;2;-;-;-;-;2;49
"317050 Urucânia";-;-;-;5;2;-;-;-;-;-;-;-;7
"317052 Urucuia";68;52;35;78;98;40;14;-;-;-;-;-;385
"317057 Vargem Alegre";-;-;-;-;-;7;2;-;-;-;-;-;9
"317060 Vargem Bonita";-;-;1;2;5;1;-;-;-;-;-;-;9
"317065 Vargem Grande do Rio Pardo";-;-;-;-;3;1;1;-;-;-;-;-;5
"317070 Varginha";2;6;10;37;80;31;4;1;4;2;1;12;190
"317075 Varjão de Minas";1;2;5;30;35;9;2;-;-;-;-;-;84
"317080 Várzea da Palma";401;233;239;361;351;177;42;13;8;13;9;12;1859
"317090 Varzelândia";1;24;74;246;120;25;14;-;-;-;1;-;505
"317100 Vazante";19;112;216;218;126;22;1;3;1;-;-;10;728
"317103 Verdelândia";4;-;-;1;15;4;5;1;-;1;-;-;31
"317107 Veredinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"317110 Veríssimo";28;50;45;52;19;6;3;-;-;-;6;1;210
"317120 Vespasiano";-;1;8;75;121;36;7;3;5;-;-;1;257
"317130 Viçosa";-;4;11;143;338;157;42;3;4;-;-;-;702
"317140 Vieiras";-;-;-;1;-;1;-;-;-;-;-;-;2
"317160 Virgem da Lapa";-;-;1;2;1;4;-;-;-;-;-;-;8
"317180 Virginópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"317190 Virgolândia";-;-;2;2;3;1;-;-;-;-;-;-;8
"317200 Visconde do Rio Branco";-;8;11;16;17;4;4;4;-;5;1;7;77
"317210 Volta Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"317220 Wenceslau Braz";-;-;-;-;1;-;-;-;-;-;-;-;1
"320010 Afonso Cláudio";15;68;412;425;204;76;15;6;5;5;4;5;1240
"320016 Água Doce do Norte";-;-;3;2;19;72;11;-;-;-;9;-;116
"320013 Águia Branca";-;-;-;-;1;1;2;-;-;1;-;-;5
"320020 Alegre";-;-;1;13;81;101;65;22;12;10;7;7;319
"320030 Alfredo Chaves";-;-;2;6;11;5;5;1;1;2;-;-;33
"320035 Alto Rio Novo";1;-;2;1;2;-;1;-;-;-;-;-;7
"320040 Anchieta";1;2;33;84;100;71;32;18;9;6;5;4;365
"320050 Apiacá";-;-;-;3;9;2;3;-;2;-;-;-;19
"320060 Aracruz";215;139;63;31;106;162;83;17;8;1;21;42;888
"320070 Atilio Vivacqua";-;-;-;2;12;16;22;11;5;-;3;4;75
"320080 Baixo Guandu";145;82;29;10;18;7;4;-;3;-;-;-;298
"320090 Barra de São Francisco";20;67;277;288;229;308;129;31;17;6;2;8;1382
"320100 Boa Esperança";-;-;-;2;15;10;29;5;2;5;31;41;140
"320110 Bom Jesus do Norte";1;1;-;121;543;95;19;3;1;2;-;-;786
"320115 Brejetuba";-;2;2;10;2;-;-;-;-;-;-;-;16
"320120 Cachoeiro de Itapemirim";24;173;524;1387;1951;1634;1236;326;177;81;43;18;7574
"320130 Cariacica";51;84;112;148;227;184;99;63;77;86;64;119;1314
"320140 Castelo";-;-;1;7;13;9;13;12;4;-;1;-;60
"320150 Colatina";-;9;22;37;192;418;138;18;4;4;5;17;864
"320160 Conceição da Barra";5;15;4;6;22;25;14;8;1;2;2;2;106
"320170 Conceição do Castelo";-;-;1;6;8;7;9;1;-;-;-;-;32
"320180 Divino de São Lourenço";-;-;-;-;2;-;-;-;-;-;-;-;2
"320190 Domingos Martins";1;1;-;-;5;8;-;2;-;-;1;-;18
