DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de notificação e Mês notificação
Período:2015
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"411630 Munhoz de Melo";1;-;-;9;17;2;3;-;3;5;46;4;90
"411640 Nossa Senhora das Graças";-;-;1;3;-;-;-;-;-;-;1;-;5
"411650 Nova Aliança do Ivaí";-;1;15;11;7;-;-;-;-;-;-;1;35
"411670 Nova Aurora";-;-;1;6;-;2;-;-;-;-;-;2;11
"411680 Nova Cantu";-;-;1;4;6;-;-;-;-;-;-;-;11
"411690 Nova Esperança";14;131;615;1047;55;13;3;1;1;1;1;2;1884
"411695 Nova Esperança do Sudoeste";-;-;-;-;-;-;-;-;-;-;-;1;1
"411700 Nova Fátima";-;-;1;39;19;10;-;-;-;-;-;2;71
"411705 Nova Laranjeiras";-;-;-;-;-;1;-;-;-;-;-;-;1
"411710 Nova Londrina";-;2;5;10;1;3;-;-;-;2;-;1;24
"411720 Nova Olímpia";-;-;1;1;4;3;-;-;-;-;-;-;9
"411725 Nova Prata do Iguaçu";-;1;2;13;6;-;-;-;-;1;-;-;23
"411721 Nova Santa Bárbara";-;-;1;2;-;-;-;-;-;-;1;-;4
"411722 Nova Santa Rosa";1;1;-;8;10;1;1;-;-;-;-;-;22
"411727 Nova Tebas";-;-;1;-;-;-;-;-;-;-;-;-;1
"411729 Novo Itacolomi";-;-;2;8;9;2;-;1;-;-;-;-;22
"411730 Ortigueira";-;1;1;-;-;-;-;-;-;-;-;-;2
"411740 Ourizona";-;-;1;7;27;8;3;-;-;-;1;-;47
"411745 Ouro Verde do Oeste";-;-;2;3;-;-;-;-;1;1;1;1;9
"411750 Paiçandu";-;1;48;131;92;33;5;3;1;-;2;-;316
"411760 Palmas";-;-;-;1;1;-;-;-;-;-;-;-;2
"411780 Palmital";-;-;-;1;-;-;-;-;-;-;-;-;1
"411790 Palotina";5;15;123;205;75;43;10;3;1;1;1;1;483
"411800 Paraíso do Norte";-;2;33;8;2;-;-;-;-;-;-;-;45
"411810 Paranacity";-;5;70;34;2;2;-;-;-;1;1;2;117
"411820 Paranaguá";61;-;1;2;3;21;22;24;18;24;116;874;1166
"411830 Paranapoema";1;2;42;14;3;-;-;-;-;-;-;-;62
"411840 Paranavaí";33;44;82;164;69;26;3;1;3;3;-;5;433
"411845 Pato Bragado";-;-;-;2;-;1;1;-;-;1;-;1;6
"411850 Pato Branco";1;1;13;12;9;-;-;-;-;-;1;1;38
"411880 Peabiru";1;1;4;5;2;-;-;-;-;-;-;2;15
"411885 Perobal";3;1;42;26;4;3;1;-;-;-;-;-;80
"411890 Pérola";-;1;9;14;2;7;-;-;-;-;2;2;37
"411900 Pérola d'Oeste";-;-;-;-;-;-;-;-;-;-;-;1;1
"411915 Pinhais";1;2;1;5;1;1;-;1;-;-;-;3;15
"411930 Pinhão";-;-;-;2;-;-;-;-;-;-;-;-;2
"411960 Pitanga";1;-;-;1;3;-;-;-;-;-;-;-;5
"411965 Pitangueiras";6;4;24;40;4;-;4;1;3;10;-;6;102
"411970 Planaltina do Paraná";-;3;6;7;2;3;-;-;-;-;-;2;23
"411980 Planalto";-;-;2;2;-;1;-;-;-;-;-;-;5
"411990 Ponta Grossa";-;5;1;4;2;-;-;-;-;-;1;1;14
"411995 Pontal do Paraná";-;-;-;1;-;-;-;1;-;-;-;2;4
"412000 Porecatu";5;22;57;124;78;8;4;1;1;2;5;6;313
"412015 Porto Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;1
"412020 Porto Rico";-;5;18;75;5;5;-;-;-;-;-;-;108
"412033 Prado Ferreira";-;3;6;14;10;7;10;3;8;4;5;2;72
"412035 Pranchita";-;1;-;2;3;1;-;-;-;-;1;-;8
"412040 Presidente Castelo Branco";-;8;85;110;24;4;2;-;-;-;-;-;233
"412050 Primeiro de Maio";12;24;78;82;53;16;8;2;9;7;18;20;329
"412060 Prudentópolis";-;1;3;-;1;1;-;-;-;1;1;1;9
"412065 Quarto Centenário";3;8;65;24;11;2;-;-;-;-;-;3;116
"412070 Quatiguá";-;-;1;1;9;-;-;-;-;1;-;-;12
"412085 Quatro Pontes";-;-;4;7;4;-;2;1;-;-;-;-;18
"412090 Quedas do Iguaçu";-;-;21;64;57;11;3;-;-;1;-;1;158
"412100 Querência do Norte";1;2;9;37;32;16;4;-;-;1;-;-;102
"412110 Quinta do Sol";1;-;12;12;2;-;1;2;-;1;-;-;31
"412120 Quitandinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"412125 Ramilândia";-;1;-;-;4;-;-;-;-;-;-;-;5
"412130 Rancho Alegre";4;1;-;1;5;3;-;-;-;-;3;16;33
"412135 Rancho Alegre D'Oeste";10;77;78;48;9;12;2;-;1;2;-;-;239
"412140 Realeza";-;2;4;9;9;3;3;2;1;1;-;2;36
"412160 Renascença";-;-;-;-;1;-;-;-;-;-;-;-;1
"412170 Reserva";-;-;-;-;-;-;-;-;-;1;-;-;1
"412180 Ribeirão Claro";-;1;11;45;14;2;1;-;-;-;-;-;74
"412190 Ribeirão do Pinhal";-;-;2;8;15;10;-;-;-;-;2;-;37
"412200 Rio Azul";-;-;-;1;-;-;-;-;-;-;-;-;1
"412210 Rio Bom";36;54;41;25;2;2;-;-;-;-;-;-;160
"412217 Rio Branco do Ivaí";-;1;-;1;-;-;-;-;-;-;-;-;2
"412240 Rolândia";2;48;214;69;3;-;-;1;-;1;1;-;339
"412250 Roncador";-;-;-;7;-;-;-;-;-;-;-;-;7
"412260 Rondon";-;-;-;2;4;-;-;-;-;-;-;-;6
"412265 Rosário do Ivaí";-;-;1;-;1;-;-;-;-;-;-;-;2
"412270 Sabáudia";-;2;5;41;25;6;-;-;-;-;-;-;79
"412280 Salgado Filho";-;-;-;1;-;-;-;-;-;-;-;-;1
"412290 Salto do Itararé";-;2;2;-;1;-;-;-;-;-;-;1;6
"412300 Salto do Lontra";-;-;5;33;19;6;1;1;-;-;-;-;65
"412310 Santa Amélia";-;-;-;5;4;3;-;1;-;-;-;-;13
"412320 Santa Cecília do Pavão";-;-;-;2;2;-;-;-;-;-;-;-;4
"412330 Santa Cruz de Monte Castelo";1;4;6;18;4;7;-;-;1;1;-;-;42
"412340 Santa Fé";-;-;-;9;15;8;2;3;1;-;1;3;42
"412350 Santa Helena";-;1;10;9;1;6;-;-;-;-;1;1;29
"412360 Santa Inês";-;-;-;-;1;1;-;-;-;-;-;-;2
"412370 Santa Isabel do Ivaí";3;38;188;174;50;26;7;14;9;6;11;11;537
"412380 Santa Izabel do Oeste";-;-;-;1;-;1;1;-;-;-;-;-;3
"412390 Santa Mariana";-;1;36;56;21;9;2;-;-;-;-;-;125
"412395 Santa Mônica";-;-;2;7;3;1;-;-;-;-;-;-;13
"412402 Santa Tereza do Oeste";1;4;47;51;7;2;2;2;-;3;8;-;127
"412405 Santa Terezinha de Itaipu";5;4;24;55;39;22;4;6;3;1;3;10;176
"412400 Santana do Itararé";-;-;-;5;-;-;-;-;-;-;-;-;5
"412410 Santo Antônio da Platina";9;48;345;494;127;31;1;-;-;-;1;1;1057
"412420 Santo Antônio do Caiuá";7;37;53;15;2;-;-;-;-;1;-;-;115
"412430 Santo Antônio do Paraíso";-;-;-;-;-;-;-;-;-;-;-;5;5
"412440 Santo Antônio do Sudoeste";-;-;-;1;1;-;-;-;-;-;-;1;3
"412450 Santo Inácio";-;1;2;-;8;3;-;-;-;-;-;1;15
"412460 São Carlos do Ivaí";-;-;-;2;3;5;2;-;-;-;-;-;12
"412470 São Jerônimo da Serra";1;-;-;1;4;-;-;-;-;-;-;-;6
"412480 São João";-;-;-;2;1;-;-;-;1;-;-;1;5
"412490 São João do Caiuá";439;364;132;30;10;4;1;-;-;-;-;-;980
"412500 São João do Ivaí";-;-;1;6;4;1;-;-;-;-;-;-;12
"412520 São Jorge d'Oeste";-;1;6;26;11;4;-;-;2;1;-;-;51
"412530 São Jorge do Ivaí";-;1;14;75;5;1;3;2;-;-;-;-;101
"412535 São Jorge do Patrocínio";5;9;12;4;4;-;-;-;-;-;-;-;34
"412545 São José das Palmeiras";-;-;5;2;-;-;-;-;-;-;-;-;7
"412550 São José dos Pinhais";-;2;6;9;2;1;-;-;-;-;-;2;22
"412555 São Manoel do Paraná";-;6;14;19;3;-;-;-;-;-;-;1;43
"412560 São Mateus do Sul";-;-;-;-;-;1;-;-;-;-;-;-;1
"412570 São Miguel do Iguaçu";-;-;14;64;54;20;4;1;1;-;-;1;159
"412575 São Pedro do Iguaçu";-;1;1;4;4;2;-;-;-;-;-;-;12
"412580 São Pedro do Ivaí";-;3;2;12;14;2;-;-;-;-;1;1;35
"412590 São Pedro do Paraná";15;10;8;13;10;4;-;-;-;-;-;-;60
"412600 São Sebastião da Amoreira";-;-;2;3;1;1;-;-;-;-;7;11;25
"412610 São Tomé";-;-;-;3;2;-;-;-;-;-;-;-;5
"412625 Sarandi";9;2;9;57;31;26;8;-;1;3;4;51;201
"412630 Sengés";-;-;-;2;-;-;-;-;-;-;-;-;2
"412635 Serranópolis do Iguaçu";-;-;-;1;1;3;7;1;-;-;-;-;13
"412640 Sertaneja";-;-;4;15;2;-;-;-;-;-;-;-;21
"412650 Sertanópolis";3;26;347;147;13;5;-;-;1;-;4;4;550
"412660 Siqueira Campos";-;1;24;99;15;1;-;-;-;2;-;-;142
"412667 Tamarana";9;3;9;11;4;2;3;-;5;3;4;4;57
"412670 Tamboara";3;1;2;8;23;2;-;-;-;-;-;1;40
"412680 Tapejara";-;2;47;135;42;2;1;-;-;-;-;-;229
"412690 Tapira";1;2;9;18;27;2;-;-;-;-;1;10;70
"412700 Teixeira Soares";-;-;-;-;-;1;1;1;-;-;-;-;3
"412710 Telêmaco Borba";1;2;4;13;10;-;-;-;5;2;-;2;39
"412720 Terra Boa";1;-;2;3;3;2;-;-;-;-;-;2;13
"412730 Terra Rica";1;14;19;114;26;3;-;-;-;-;-;-;177
"412740 Terra Roxa";1;2;33;62;19;10;-;-;-;-;-;-;127
"412750 Tibagi";-;-;-;1;-;-;-;-;-;-;-;-;1
"412770 Toledo";2;16;157;315;182;48;2;2;2;-;-;-;726
"412780 Tomazina";-;1;-;1;-;-;-;-;-;-;1;-;3
"412785 Três Barras do Paraná";1;-;1;-;1;1;-;1;-;-;-;4;9
"412790 Tuneiras do Oeste";-;-;2;4;-;1;-;1;-;-;-;-;8
"412795 Tupãssi";-;5;49;91;9;4;-;-;-;-;-;-;158
"412796 Turvo";-;-;3;-;-;-;-;-;-;-;-;-;3
"412800 Ubiratã";-;-;3;25;8;5;8;-;-;-;-;-;49
"412810 Umuarama";24;49;210;383;90;19;4;-;1;1;4;28;813
"412830 Uniflor";-;3;10;13;4;1;-;-;1;-;-;-;32
"412840 Uraí";4;64;183;157;40;-;-;-;-;-;-;-;448
"412855 Vera Cruz do Oeste";-;1;6;17;8;3;1;-;-;-;1;-;37
"412860 Verê";-;-;16;18;27;9;2;-;-;-;-;1;73
"412865 Virmond";-;-;-;-;1;-;-;-;-;-;-;-;1
"412850 Wenceslau Braz";1;-;2;1;2;1;2;1;-;-;-;1;11
"412880 Xambrê";-;1;34;19;7;-;-;1;-;-;-;-;62
"420020 Agrolândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"420080 Anchieta";-;-;2;1;-;-;-;-;-;-;-;-;3
"420120 Antônio Carlos";-;-;-;-;1;1;-;-;-;-;-;-;2
"420125 Apiúna";-;-;2;-;-;-;-;-;-;-;-;-;2
"420130 Araquari";-;-;1;-;-;-;-;-;-;-;-;-;1
"420140 Araranguá";1;-;1;-;-;2;1;-;-;1;-;-;6
"420160 Arroio Trinta";-;-;-;-;-;1;-;-;-;-;-;-;1
"420170 Ascurra";-;-;1;-;-;-;-;-;-;-;-;-;1
"420205 Balneário Barra do Sul";1;1;-;-;1;-;-;-;-;-;-;-;3
"420200 Balneário Camboriú";20;123;244;219;94;12;2;2;2;1;6;12;737
"420220 Benedito Novo";-;1;-;-;-;-;-;-;-;-;-;-;1
"420230 Biguaçu";-;-;-;-;2;-;-;1;-;-;-;-;3
"420240 Blumenau";1;2;8;10;4;1;6;-;2;-;2;1;37
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-;-;-;-;-;1;1
"420245 Bombinhas";-;-;6;5;10;8;2;-;-;1;1;3;36
"420280 Braço do Norte";1;1;-;1;1;-;-;-;-;-;-;-;4
"420290 Brusque";1;2;1;4;2;-;-;-;-;-;-;1;11
"420300 Caçador";-;1;-;1;-;-;-;-;-;-;-;-;2
"420320 Camboriú";-;-;1;3;1;-;-;-;-;-;-;-;5
"420350 Campo Erê";-;-;-;-;1;-;-;-;-;-;-;-;1
"420360 Campos Novos";-;-;1;1;-;-;-;-;-;-;-;-;2
"420370 Canelinha";-;-;1;1;-;-;-;-;-;-;-;-;2
"420380 Canoinhas";-;4;2;-;1;2;-;-;-;-;-;-;9
"420420 Chapecó";-;2;1;27;13;5;-;-;-;-;-;-;48
"420430 Concórdia";-;-;2;-;1;-;-;-;1;-;-;1;5
"420435 Cordilheira Alta";-;-;-;-;-;1;-;-;-;-;-;-;1
"420455 Correia Pinto";-;-;-;-;-;-;-;-;-;1;-;-;1
"420450 Corupá";-;-;-;1;-;-;-;-;-;-;-;-;1
"420460 Criciúma";-;2;3;4;2;2;2;-;-;-;1;2;18
"420470 Cunha Porã";-;2;-;-;-;-;-;-;-;-;-;-;2
"420480 Curitibanos";-;-;3;-;1;-;-;-;-;-;-;-;4
"420490 Descanso";-;-;-;-;-;-;-;-;1;-;-;-;1
"420500 Dionísio Cerqueira";-;-;-;3;-;-;-;-;-;-;-;1;4
"420540 Florianópolis";8;6;13;28;13;11;8;3;2;1;9;25;127
"420560 Galvão";-;-;-;-;-;-;-;-;-;-;-;1;1
"420570 Garopaba";-;-;-;-;1;-;-;-;-;-;-;3;4
"420580 Garuva";-;-;-;-;1;-;-;-;-;-;-;-;1
"420590 Gaspar";-;1;-;2;-;-;-;-;-;-;-;-;3
"420600 Governador Celso Ramos";-;-;-;-;1;-;-;-;-;-;2;-;3
"420630 Guabiruba";-;1;2;1;-;-;-;-;-;-;-;-;4
"420640 Guaraciaba";-;-;-;-;1;2;-;-;-;-;-;-;3
"420650 Guaramirim";1;-;2;2;-;-;-;-;-;-;-;-;5
"420660 Guarujá do Sul";1;-;1;1;-;-;-;-;-;-;-;-;3
"420670 Herval d'Oeste";-;-;-;-;-;-;1;-;-;-;-;2;3
"420680 Ibicaré";-;-;-;-;-;1;-;-;-;-;-;-;1
"420710 Ilhota";-;-;-;2;-;-;2;-;-;-;-;-;4
"420730 Imbituba";-;1;2;2;1;-;-;1;-;-;-;-;7
"420750 Indaial";-;1;-;3;3;-;-;-;-;-;-;1;8
"420765 Iporã do Oeste";-;-;-;-;2;-;-;-;-;-;-;2;4
"420770 Ipumirim";-;1;-;-;-;-;-;-;-;-;-;-;1
"420820 Itajaí";66;444;976;1029;457;84;4;5;2;5;4;10;3086
"420830 Itapema";-;-;7;4;7;1;-;-;-;-;-;-;19
"420845 Itapoá";-;-;3;1;2;1;-;-;-;-;-;-;7
"420880 Jaguaruna";-;-;-;1;1;-;-;-;-;-;-;-;2
"420890 Jaraguá do Sul";-;-;5;6;-;-;-;-;-;-;-;1;12
"420895 Jardinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"420900 Joaçaba";-;-;-;1;1;-;-;-;-;-;-;-;2
"420910 Joinville";1;7;11;12;12;2;5;2;2;-;2;1;57
"420930 Lages";-;1;2;2;-;1;-;-;-;-;-;2;8
"420940 Laguna";-;-;1;-;-;-;-;1;-;-;-;1;3
"420990 Lontras";-;-;-;-;2;-;-;-;-;-;-;-;2
"421010 Mafra";-;2;-;1;-;1;-;-;-;-;-;2;6
"421020 Major Gercino";-;-;-;1;-;-;-;-;-;-;-;-;1
"421050 Maravilha";-;-;-;-;-;-;-;-;-;-;-;1;1
"421060 Massaranduba";-;-;-;-;-;-;-;-;-;-;1;-;1
"421090 Modelo";-;-;-;-;-;-;-;-;-;-;-;1;1
"421100 Mondaí";-;-;-;-;-;-;-;-;-;-;1;-;1
"421120 Morro da Fumaça";-;-;-;-;1;-;-;-;-;-;-;-;1
"421130 Navegantes";-;3;4;6;5;-;-;1;5;1;-;-;25
"421140 Nova Erechim";-;-;-;2;-;-;-;-;-;-;-;1;3
"421150 Nova Trento";-;-;1;-;1;-;-;-;-;-;-;-;2
"421170 Orleans";-;-;-;-;2;-;-;-;-;-;-;-;2
"421190 Palhoça";-;-;-;-;2;-;-;-;-;-;1;-;3
"421200 Palma Sola";-;-;-;-;1;-;-;-;-;-;-;-;1
"421210 Palmitos";-;-;-;1;-;-;-;-;-;-;-;-;1
"421220 Papanduva";-;-;-;-;-;-;-;-;-;-;-;1;1
"421250 Penha";-;-;4;3;1;-;-;-;-;-;-;-;8
"421270 Petrolândia";-;-;-;1;-;-;-;-;1;-;-;-;2
"421290 Pinhalzinho";1;-;-;1;-;-;-;-;-;-;1;3;6
"421310 Piratuba";-;-;1;-;-;-;-;-;-;-;-;-;1
"421320 Pomerode";-;-;1;1;-;-;-;-;-;-;-;1;3
"421340 Ponte Serrada";-;-;1;-;-;-;-;-;-;-;-;-;1
"421350 Porto Belo";-;1;11;5;1;-;-;-;-;-;-;-;18
"421360 Porto União";-;-;-;1;-;-;-;-;-;-;-;1;2
"421380 Praia Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"421400 Presidente Getúlio";-;-;-;1;-;-;-;-;-;-;-;-;1
"421415 Princesa";-;-;-;1;-;-;-;-;-;-;-;-;1
"421480 Rio do Sul";-;-;-;3;-;-;-;-;-;-;-;-;3
"421500 Rio Negrinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"421510 Rodeio";-;-;-;1;-;-;-;-;-;-;-;-;1
"421520 Romelândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"421535 Saltinho";-;-;-;-;-;-;-;-;-;-;1;1;2
"421560 Santa Rosa de Lima";-;-;2;-;-;-;-;-;-;-;-;1;3
"421580 São Bento do Sul";-;1;-;-;-;-;-;-;-;-;-;-;1
"421600 São Carlos";-;-;-;1;-;-;-;-;-;-;-;-;1
"421620 São Francisco do Sul";-;1;-;1;-;2;-;-;-;-;-;-;4
"421630 São João Batista";-;-;-;-;1;-;-;-;1;-;-;-;2
"421650 São Joaquim";-;-;-;-;-;-;-;-;-;-;-;1;1
"421660 São José";1;4;3;7;-;1;-;1;1;-;2;2;22
"421670 São José do Cedro";-;1;-;-;1;-;-;-;-;-;-;-;2
"421680 São José do Cerrito";-;1;-;-;-;-;-;-;-;-;-;-;1
"421690 São Lourenço do Oeste";1;-;-;-;-;-;-;-;-;-;-;-;1
"421700 São Ludgero";-;-;-;1;-;-;-;-;-;-;-;-;1
"421710 São Martinho";-;-;-;-;-;-;-;-;-;-;-;1;1
"421720 São Miguel do Oeste";-;-;3;3;3;2;-;-;-;-;-;1;12
"421725 São Pedro de Alcântara";-;-;-;1;-;-;-;-;-;-;-;-;1
"421750 Seara";-;-;2;1;2;-;-;-;-;-;-;1;6
"421800 Tijucas";-;-;-;-;-;1;-;1;-;-;-;-;2
"421820 Timbó";-;-;-;-;-;1;-;-;-;-;-;-;1
"421830 Três Barras";1;-;-;-;-;-;-;-;-;-;-;-;1
"421870 Tubarão";1;1;3;3;4;3;1;1;-;-;-;-;17
"421875 Tunápolis";-;-;-;2;1;-;-;-;-;-;-;-;3
"421885 União do Oeste";-;-;-;-;-;2;-;-;-;-;-;-;2
"421900 Urussanga";-;-;-;-;-;-;-;-;-;-;1;3;4
"421930 Videira";-;-;-;-;-;-;1;-;1;-;-;-;2
"421950 Xanxerê";-;1;3;-;-;-;-;-;-;-;-;-;4
"421970 Xaxim";-;-;2;-;-;-;-;-;-;-;-;-;2
"430020 Ajuricaba";-;1;-;-;-;-;-;-;-;-;-;-;1
"430040 Alegrete";-;-;1;-;-;-;-;-;-;-;1;1;3
"430060 Alvorada";-;1;2;4;1;-;1;3;-;-;-;-;12
"430080 Antônio Prado";-;-;-;2;-;1;-;-;-;-;-;-;3
"430120 Arroio do Tigre";-;-;-;1;-;-;-;-;-;-;-;-;1
"430160 Bagé";1;-;-;-;2;-;-;-;-;-;-;1;4
"430210 Bento Gonçalves";-;-;3;2;2;-;-;-;-;-;-;-;7
"430225 Boa Vista do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"430280 Caçapava do Sul";-;-;-;-;-;-;-;2;-;-;-;-;2
"430300 Cachoeira do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"430310 Cachoeirinha";1;-;-;-;-;-;-;-;-;-;-;-;1
"430330 Caibaté";-;-;184;73;14;1;-;-;-;-;-;-;272
"430350 Camaquã";-;-;-;1;1;1;-;-;-;-;-;1;4
"430355 Camargo";-;-;-;-;1;-;-;-;-;-;-;-;1
"430370 Campina das Missões";-;-;2;1;-;-;-;-;-;-;-;-;3
"430380 Campinas do Sul";-;-;-;-;-;-;-;1;-;-;-;-;1
"430390 Campo Bom";-;-;-;1;-;-;-;-;-;-;-;-;1
"430400 Campo Novo";-;-;-;-;-;-;-;-;-;-;-;1;1
"430440 Canela";-;-;-;-;-;1;-;1;-;-;-;-;2
"430460 Canoas";-;-;-;3;2;1;-;1;-;-;-;-;7
"430463 Capão da Canoa";-;-;-;-;2;1;-;-;1;-;-;-;4
"430470 Carazinho";-;2;3;3;4;-;-;-;-;-;-;-;12
"430480 Carlos Barbosa";-;-;1;1;-;-;-;-;-;-;-;-;2
"430510 Caxias do Sul";1;1;2;8;5;1;-;-;-;1;1;1;21
"430520 Cerro Largo";-;1;3;1;-;-;-;-;-;-;-;-;5
"430530 Chapada";-;-;-;-;-;-;-;-;-;-;-;1;1
"430535 Charqueadas";-;-;-;-;-;-;-;-;-;-;-;1;1
"430560 Colorado";-;-;-;-;1;-;-;-;-;-;-;-;1
"430570 Condor";-;-;-;1;-;-;-;-;1;-;-;-;2
"430580 Constantina";-;-;1;-;-;-;-;-;-;-;-;2;3
"430587 Coronel Barros";-;-;-;2;-;-;-;-;-;-;-;-;2
"430600 Crissiumal";-;-;-;-;1;-;-;-;1;-;-;1;3
"430610 Cruz Alta";1;-;2;-;-;-;-;-;-;-;-;-;3
"430640 Dois Irmãos";-;-;-;-;-;-;-;-;-;1;-;-;1
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;2;-;-;-;-;-;2
"430660 Dom Pedrito";-;-;-;-;1;-;-;-;-;-;-;-;1
"430676 Eldorado do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"430693 Entre-Ijuís";-;-;-;2;2;2;-;-;-;-;-;1;7
"430700 Erechim";-;-;-;1;2;-;-;-;-;-;-;-;3
"430730 Erval Seco";-;-;30;54;25;2;-;1;-;1;1;-;114
"430750 Espumoso";-;-;-;1;2;-;-;-;-;-;-;-;3
"430755 Estação";-;-;-;-;1;-;-;-;-;-;-;-;1
"430760 Estância Velha";-;-;-;3;-;-;-;-;-;-;-;1;4
"430770 Esteio";-;-;1;-;1;-;-;-;-;-;-;-;2
"430780 Estrela";-;-;-;2;-;-;-;-;-;-;-;-;2
"430783 Eugênio de Castro";-;-;-;-;-;-;-;-;-;-;-;4;4
"430790 Farroupilha";-;-;-;1;-;-;-;-;-;-;-;-;1
"430860 Garibaldi";-;-;1;-;-;-;-;-;-;-;-;-;1
"430900 Giruá";-;-;-;3;2;-;-;-;-;-;-;-;5
"430920 Gravataí";-;2;-;1;2;-;-;-;-;-;-;2;7
"430930 Guaíba";-;-;-;1;-;-;-;-;-;-;-;-;1
"430950 Guarani das Missões";-;-;-;2;-;-;-;-;-;1;-;1;4
"430955 Harmonia";-;-;-;-;1;-;1;-;-;-;-;-;2
"430960 Horizontina";-;-;-;1;1;-;-;-;-;-;-;-;2
"431000 Ibirubá";-;-;1;6;2;-;-;-;1;-;-;-;10
"431020 Ijuí";1;-;3;3;1;2;-;-;-;-;1;2;13
"431033 Imbé";-;-;-;1;-;-;1;-;-;-;-;1;3
"431060 Itaqui";-;-;-;-;-;-;-;-;-;-;-;2;2
"431080 Ivoti";-;-;2;-;-;-;-;-;-;-;-;-;2
"431090 Jacutinga";-;-;-;-;1;-;-;-;-;-;-;-;1
"431110 Jaguari";-;-;1;-;-;-;-;-;-;-;-;-;1
"431130 Lagoa Vermelha";-;-;-;-;-;-;1;-;-;-;-;-;1
"431140 Lajeado";-;1;-;-;-;-;-;1;-;-;-;-;2
"431162 Lindolfo Collor";-;-;-;-;1;-;-;-;-;-;-;-;1
"431177 Maquiné";-;-;-;3;-;1;-;-;-;-;-;-;4
"431180 Marau";-;-;1;2;-;-;-;-;-;-;-;-;3
"431217 Mato Queimado";-;-;6;2;-;-;-;-;-;-;-;-;8
"431240 Montenegro";-;-;1;1;-;1;1;-;-;-;-;-;4
"431265 Não-Me-Toque";-;-;1;-;-;-;-;-;-;-;-;1;2
"431270 Nonoai";-;-;2;-;-;-;-;-;-;-;-;-;2
"431308 Nova Pádua";-;-;-;1;-;-;-;-;-;-;-;-;1
"431320 Nova Petrópolis";-;-;-;2;1;-;-;-;-;-;-;-;3
"431330 Nova Prata";-;-;-;1;-;-;-;-;-;-;-;-;1
"431349 Novo Barreiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"431340 Novo Hamburgo";-;-;-;5;1;2;-;-;-;-;-;6;14
"431342 Novo Machado";1;-;-;-;-;-;-;-;-;-;-;-;1
"431344 Novo Tiradentes";-;-;4;92;6;-;-;-;-;-;-;-;102
"431350 Osório";-;-;-;-;-;1;-;-;-;-;-;-;1
"431365 Palmares do Sul";-;-;-;-;1;-;-;-;-;-;-;-;1
"431370 Palmeira das Missões";-;-;1;2;-;-;-;-;-;-;-;-;3
"431390 Panambi";-;-;37;163;76;9;1;-;3;-;1;-;290
"431405 Parobé";-;-;-;-;1;-;-;-;-;-;-;-;1
"431410 Passo Fundo";4;4;10;13;5;1;2;2;3;-;6;9;59
"431430 Pejuçara";-;-;-;1;-;-;-;-;-;-;-;-;1
"431440 Pelotas";-;-;1;2;1;-;-;-;-;-;1;1;6
"431470 Planalto";-;-;2;-;-;-;-;-;-;-;-;-;2
"431490 Porto Alegre";4;5;17;37;28;10;5;5;2;2;3;14;132
"431510 Porto Xavier";-;-;-;1;-;1;-;-;-;-;-;-;2
"431532 Quevedos";-;-;-;-;-;-;1;-;-;-;-;-;1
"431540 Redentora";-;-;-;4;7;1;-;-;-;-;-;-;12
"431560 Rio Grande";-;1;-;4;-;-;-;1;-;-;-;-;6
"431590 Rodeio Bonito";-;-;1;5;-;3;-;-;-;-;-;-;9
"431595 Rolador";-;-;1;-;-;-;-;-;-;-;-;-;1
"431620 Rondinha";-;-;-;-;-;-;-;1;-;-;-;-;1
"431640 Rosário do Sul";-;-;-;2;-;-;-;-;-;-;-;-;2
"431645 Salto do Jacuí";-;-;-;-;1;-;-;-;-;-;-;-;1
"431650 Salvador do Sul";-;-;-;1;1;-;-;-;-;-;-;-;2
"431660 Sananduva";-;-;-;1;-;-;-;-;-;-;-;-;1
"431680 Santa Cruz do Sul";-;-;1;-;-;1;-;-;-;-;-;-;2
"431690 Santa Maria";1;-;-;1;2;1;-;-;-;-;1;-;6
"431720 Santa Rosa";-;-;1;7;4;1;-;-;-;-;-;2;15
"431730 Santa Vitória do Palmar";-;-;-;1;-;-;-;-;-;-;-;-;1
"431740 Santiago";-;-;2;1;2;1;-;-;-;-;-;1;7
"431750 Santo Ângelo";-;-;22;204;69;7;-;-;-;-;-;2;304
"431780 Santo Augusto";-;-;-;2;-;-;-;-;-;-;-;2;4
"431790 Santo Cristo";-;-;-;-;-;-;-;-;-;-;-;1;1
