"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"313665 Juatuba";50;139;248;177;61;3;1;-;1;1;4;8;693
"313670 Juiz de Fora";2573;8331;11435;8993;3156;356;47;23;10;13;8;39;34984
"313680 Juramento";-;-;6;-;-;-;-;-;-;-;-;-;6
"313690 Juruaia";1;6;8;4;4;-;-;-;1;-;2;-;26
"313695 Juvenília";2;16;21;7;-;-;2;-;-;-;-;-;48
"313700 Ladainha";1;4;48;27;4;-;-;-;-;-;-;7;91
"313710 Lagamar";1;12;26;4;-;-;-;-;-;-;-;-;43
"313720 Lagoa da Prata";4;11;24;29;28;-;-;-;1;-;-;-;97
"313730 Lagoa dos Patos";-;2;3;25;1;-;-;-;-;-;-;-;31
"313740 Lagoa Dourada";3;1;2;-;-;-;-;-;-;-;-;-;6
"313750 Lagoa Formosa";1;10;13;20;5;4;1;-;-;-;-;-;54
"313753 Lagoa Grande";18;26;64;52;12;-;-;-;-;-;-;-;172
"313760 Lagoa Santa";376;612;1091;556;177;17;2;2;-;-;-;1;2834
"313770 Lajinha";7;26;115;93;8;4;-;-;-;-;-;-;253
"313780 Lambari";-;2;1;2;3;-;-;-;-;-;-;-;8
"313800 Laranjal";20;11;25;7;-;-;-;-;-;-;-;-;63
"313810 Lassance";1;-;7;4;2;-;-;-;-;1;-;-;15
"313820 Lavras";20;75;218;289;138;10;3;2;-;1;-;2;758
"313830 Leandro Ferreira";-;2;7;8;7;2;-;-;-;-;-;-;26
"313835 Leme do Prado";-;5;21;10;2;1;-;-;-;-;-;-;39
"313840 Leopoldina";192;354;294;90;32;1;-;1;-;-;-;-;964
"313860 Lima Duarte";6;23;62;87;20;-;-;-;-;-;-;-;198
"313862 Limeira do Oeste";2;4;7;9;2;-;-;-;-;-;-;-;24
"313865 Lontra";-;-;4;2;-;-;-;-;-;-;-;-;6
"313867 Luisburgo";-;1;2;-;-;-;-;-;-;-;-;-;3
"313868 Luislândia";3;7;49;49;12;2;1;1;-;-;1;1;126
"313870 Luminárias";-;-;-;1;-;-;-;-;-;-;-;-;1
"313880 Luz";32;188;242;147;43;7;1;-;-;-;3;-;663
"313890 Machacalis";-;9;17;9;7;-;-;-;-;-;-;-;42
"313900 Machado";13;21;36;92;53;2;-;-;-;-;-;1;218
"313910 Madre de Deus de Minas";-;-;-;1;-;-;-;-;-;-;-;-;1
"313920 Malacacheta";12;17;45;58;-;-;-;-;-;-;-;-;132
"313925 Mamonas";12;10;12;3;-;-;-;-;-;-;-;-;37
"313930 Manga";-;2;131;50;25;13;1;-;-;-;-;-;222
"313940 Manhuaçu";73;417;551;590;136;17;1;-;-;2;1;-;1788
"313950 Manhumirim";16;66;147;77;15;2;-;-;-;-;-;1;324
"313960 Mantena";6;32;68;56;37;15;10;5;1;3;1;5;239
"313980 Mar de Espanha";5;67;183;111;7;-;2;-;-;-;2;-;377
"313970 Maravilhas";10;71;130;112;25;11;2;4;-;-;1;-;366
"313990 Maria da Fé";-;1;2;-;-;-;-;-;-;-;-;-;3
"314000 Mariana";13;23;73;191;159;22;-;-;-;-;-;-;481
"314010 Marilac";-;21;3;-;-;-;-;-;-;-;-;-;24
"314015 Mário Campos";16;66;132;88;29;3;-;-;-;-;-;1;335
"314020 Maripá de Minas";4;7;12;2;1;-;-;-;-;-;-;-;26
"314030 Marliéria";19;14;10;7;-;-;-;-;-;-;-;-;50
"314050 Martinho Campos";5;22;25;21;9;-;-;-;-;-;1;3;86
"314053 Martins Soares";-;-;2;-;1;-;-;-;-;-;-;-;3
"314055 Mata Verde";-;1;11;2;-;-;-;-;-;-;-;-;14
"314060 Materlândia";-;-;2;2;-;-;-;-;-;-;-;-;4
"314070 Mateus Leme";63;248;431;538;208;22;15;6;8;11;17;33;1600
"317150 Mathias Lobato";-;26;5;-;-;-;-;-;-;-;-;-;31
"314080 Matias Barbosa";9;32;168;139;38;15;1;-;-;-;-;-;402
"314085 Matias Cardoso";1;3;-;1;-;-;-;-;-;-;-;-;5
"314090 Matipó";2;26;23;10;4;-;-;-;1;-;-;-;66
"314100 Mato Verde";6;153;9;3;9;-;-;-;-;-;-;-;180
"314110 Matozinhos";77;241;288;195;2;-;-;-;-;-;-;-;803
"314120 Matutina";1;29;82;114;29;-;-;-;-;-;-;-;255
"314140 Medina";24;10;10;2;-;-;-;-;-;-;-;1;47
"314150 Mendes Pimentel";-;7;32;-;-;-;-;-;-;-;-;-;39
"314160 Mercês";10;18;18;3;-;-;-;-;-;-;-;-;49
"314170 Mesquita";13;91;27;1;-;-;-;-;-;-;2;1;135
"314180 Minas Novas";10;34;172;232;41;-;-;-;-;-;-;-;489
"314200 Mirabela";1;40;59;13;3;-;-;-;-;-;-;-;116
"314210 Miradouro";16;54;54;32;1;-;-;-;-;-;-;-;157
"314220 Miraí";30;68;25;9;3;-;-;-;-;-;-;-;135
"314225 Miravânia";-;1;7;2;-;-;-;-;-;-;-;-;10
"314230 Moeda";-;9;14;21;3;1;-;-;-;-;-;-;48
"314240 Moema";1;9;4;4;1;-;1;-;-;-;-;-;20
"314250 Monjolos";-;10;4;4;-;-;-;-;-;-;-;11;29
"314260 Monsenhor Paulo";-;-;1;1;1;-;-;-;-;-;1;-;4
"314270 Montalvânia";17;33;45;17;8;5;-;4;4;8;5;9;155
"314280 Monte Alegre de Minas";-;4;14;3;1;2;2;1;-;-;1;1;29
"314290 Monte Azul";87;41;18;17;6;1;-;-;-;-;-;-;170
"314300 Monte Belo";-;1;5;8;2;-;-;-;-;-;-;-;16
"314310 Monte Carmelo";68;498;467;164;48;15;-;-;-;2;3;4;1269
"314315 Monte Formoso";-;-;2;-;1;-;-;-;-;-;-;-;3
"314320 Monte Santo de Minas";5;5;14;24;8;2;-;-;-;-;-;-;58
"314340 Monte Sião";3;-;-;3;-;-;-;-;-;-;-;-;6
"314330 Montes Claros";575;785;630;170;7;3;2;5;3;7;17;6;2210
"314350 Morada Nova de Minas";126;220;148;9;5;2;-;-;3;-;1;3;517
"314360 Morro da Garça";3;61;128;22;-;-;-;-;-;-;-;-;214
"314370 Morro do Pilar";-;2;13;2;1;-;-;-;-;-;-;-;18
"314390 Muriaé";958;1404;838;280;84;13;3;2;2;2;12;11;3609
"314400 Mutum";461;345;189;48;11;-;-;1;-;-;1;2;1058
"314410 Muzambinho";-;-;-;2;-;-;-;-;-;-;-;-;2
"314420 Nacip Raydan";9;12;5;-;-;-;-;-;-;-;-;-;26
"314430 Nanuque";50;70;151;66;13;16;-;-;-;-;-;-;366
"314435 Naque";-;-;-;1;-;-;-;-;-;-;-;-;1
"314437 Natalândia";-;36;45;16;1;-;-;-;-;2;2;-;102
"314440 Natércia";-;1;-;-;-;-;-;-;-;-;-;-;1
"314450 Nazareno";2;4;4;-;2;-;-;-;-;-;-;-;12
"314460 Nepomuceno";-;4;13;95;59;9;-;-;2;-;-;-;182
"314465 Ninheira";-;2;8;14;-;-;-;-;-;-;-;-;24
"314467 Nova Belém";-;3;31;2;-;-;-;-;-;-;-;-;36
"314470 Nova Era";7;37;106;38;11;14;1;1;-;-;-;1;216
"314480 Nova Lima";845;2211;2371;1485;471;107;14;4;6;9;18;19;7560
"314490 Nova Módica";-;9;2;4;-;-;-;-;-;-;-;-;15
"314500 Nova Ponte";-;13;20;19;5;-;-;-;4;-;2;1;64
"314505 Nova Porteirinha";-;39;80;-;-;-;-;-;-;-;-;-;119
"314510 Nova Resende";-;-;8;6;-;-;-;-;-;-;-;-;14
"314520 Nova Serrana";29;359;862;817;182;20;3;4;2;1;2;3;2284
"313660 Nova União";3;10;40;53;17;2;-;-;-;-;-;-;125
"314530 Novo Cruzeiro";1;24;96;49;37;-;-;2;-;-;1;1;211
"314535 Novo Oriente de Minas";1;30;102;20;2;-;-;-;-;-;-;-;155
"314537 Novorizonte";-;-;2;-;-;-;-;-;-;-;-;-;2
"314540 Olaria";-;-;16;78;12;-;-;-;-;-;-;-;106
"314545 Olhos-d'Água";2;3;6;2;-;-;-;-;-;-;-;-;13
"314560 Oliveira";8;51;174;282;83;12;1;-;-;-;1;-;612
"314570 Oliveira Fortes";1;1;1;-;-;-;-;-;-;-;-;-;3
"314580 Onça de Pitangui";-;28;28;4;-;-;-;-;-;-;-;-;60
"314585 Oratórios";9;4;13;3;3;-;-;1;-;-;-;-;33
"314587 Orizânia";1;-;1;1;-;-;-;-;-;-;-;-;3
"314590 Ouro Branco";2;11;17;12;8;4;-;-;-;-;-;1;55
"314600 Ouro Fino";-;2;1;4;5;-;-;-;-;-;-;-;12
"314610 Ouro Preto";5;36;55;57;19;2;-;1;-;-;-;1;176
"314620 Ouro Verde de Minas";97;173;108;37;2;-;-;-;-;-;-;-;417
"314625 Padre Carvalho";34;56;6;8;3;1;-;-;-;-;-;-;108
"314630 Padre Paraíso";2;4;16;30;15;2;1;-;-;-;-;1;71
"314655 Pai Pedro";-;-;3;2;-;-;-;-;-;-;-;-;5
"314640 Paineiras";2;66;41;5;12;5;-;-;-;-;-;-;131
"314650 Pains";9;4;10;14;14;2;1;1;-;-;-;-;55
"314660 Paiva";-;1;1;-;-;-;-;-;-;-;-;-;2
"314670 Palma";-;2;19;1;-;-;-;-;-;1;-;-;23
"314675 Palmópolis";4;2;-;-;5;-;-;-;-;-;-;-;11
"314690 Papagaios";203;418;173;273;12;-;-;-;-;-;-;-;1079
"314710 Pará de Minas";755;915;588;1648;515;74;9;17;21;7;12;37;4598
"314700 Paracatu";151;455;767;622;201;34;2;10;14;13;12;7;2288
"314720 Paraguaçu";1;4;23;14;7;-;-;-;-;-;-;-;49
"314730 Paraisópolis";2;3;4;2;-;-;-;-;-;-;-;-;11
"314740 Paraopeba";53;193;141;187;9;-;-;-;-;-;1;-;584
"314760 Passa Quatro";4;8;8;7;1;-;-;-;-;-;-;-;28
"314770 Passa Tempo";1;16;51;51;11;-;1;-;-;-;-;-;131
"314780 Passa-Vinte";-;-;1;-;-;-;-;-;-;-;-;-;1
"314790 Passos";45;120;319;453;231;48;11;4;5;12;8;11;1267
"314795 Patis";3;17;59;71;1;-;1;-;-;-;-;-;152
"314800 Patos de Minas";18;126;372;745;290;60;7;2;2;3;35;24;1684
"314810 Patrocínio";106;308;690;613;273;41;2;1;3;3;7;3;2050
"314820 Patrocínio do Muriaé";57;69;32;7;4;-;-;-;-;-;-;-;169
"314830 Paula Cândido";7;47;81;41;4;3;-;-;-;-;-;-;183
"314840 Paulistas";3;6;3;13;2;-;-;-;-;-;-;-;27
"314850 Pavão";-;12;46;4;-;-;-;-;-;-;-;-;62
"314860 Peçanha";2;-;-;-;-;-;-;-;-;-;-;-;2
"314870 Pedra Azul";34;286;474;87;42;1;-;3;-;1;23;59;1010
"314875 Pedra Bonita";-;1;1;-;-;-;-;-;-;-;-;-;2
"314880 Pedra do Anta";-;-;15;14;6;-;-;-;-;-;-;-;35
"314890 Pedra do Indaiá";6;9;5;9;5;-;-;-;-;-;-;-;34
"314900 Pedra Dourada";4;1;3;-;-;-;-;-;-;-;-;-;8
"314910 Pedralva";1;19;69;24;-;-;-;-;-;-;-;-;113
"314915 Pedras de Maria da Cruz";-;12;23;28;12;-;-;-;-;-;-;-;75
"314920 Pedrinópolis";-;4;4;18;2;-;-;-;-;-;-;-;28
"314930 Pedro Leopoldo";78;293;503;371;233;6;-;-;-;-;2;-;1486
"314940 Pedro Teixeira";1;-;2;1;1;-;-;-;-;-;-;-;5
"314950 Pequeri";-;4;16;1;-;-;-;-;-;-;-;-;21
"314960 Pequi";204;122;86;58;30;1;-;-;-;1;-;1;503
"314970 Perdigão";5;65;95;129;55;7;2;6;6;1;3;5;379
"314980 Perdizes";1;16;36;62;29;10;2;1;1;-;2;-;160
"314990 Perdões";1;8;8;15;3;2;-;-;-;-;-;3;40
"314995 Periquito";108;16;-;-;-;-;-;-;-;-;-;-;124
"315000 Pescador";-;4;3;4;-;1;-;-;-;-;-;-;12
"315010 Piau";1;24;30;29;11;2;-;-;1;-;-;-;98
"315015 Piedade de Caratinga";6;11;14;17;9;2;-;-;-;-;-;-;59
"315020 Piedade de Ponte Nova";2;19;6;3;1;-;-;-;-;-;-;-;31
"315030 Piedade do Rio Grande";-;1;1;-;1;-;-;-;-;-;-;-;3
"315040 Piedade dos Gerais";1;6;5;32;2;-;-;-;-;-;-;-;46
"315050 Pimenta";-;1;1;-;1;1;-;-;-;-;-;-;4
"315053 Pingo-d'Água";4;26;72;-;-;-;-;-;-;-;-;-;102
"315057 Pintópolis";1;-;2;8;13;-;-;-;-;-;-;-;24
"315060 Piracema";2;14;41;58;17;-;-;-;-;-;-;-;132
"315070 Pirajuba";6;34;48;63;19;3;-;-;-;-;-;-;173
"315080 Piranga";1;33;49;39;1;1;-;-;-;-;-;-;124
"315090 Piranguçu";-;1;4;1;-;-;-;-;-;-;-;-;6
"315110 Pirapetinga";95;17;13;6;-;-;-;-;-;-;1;-;132
"315120 Pirapora";10;52;81;56;14;2;-;-;-;-;1;-;216
"315130 Piraúba";242;283;6;-;-;-;-;-;-;2;2;10;545
"315140 Pitangui";12;36;92;97;21;-;-;-;-;1;1;-;260
"315150 Piumhi";5;8;18;51;27;2;3;-;-;-;-;-;114
"315160 Planura";1;8;7;9;3;-;-;-;2;2;1;-;33
"315170 Poço Fundo";1;5;2;9;4;1;-;-;-;-;-;-;22
"315180 Poços de Caldas";23;39;25;15;3;-;-;-;-;-;1;-;106
"315190 Pocrane";1;-;-;1;1;-;-;-;-;-;-;-;3
"315200 Pompéu";242;419;509;231;41;1;-;-;1;-;-;1;1445
"315210 Ponte Nova";34;162;165;123;47;-;-;-;-;-;-;-;531
"315213 Ponto Chique";3;12;7;-;-;-;-;-;-;-;-;-;22
"315217 Ponto dos Volantes";-;2;-;2;-;-;-;-;-;-;-;1;5
"315220 Porteirinha";10;31;24;2;1;-;-;-;-;-;1;8;77
"315230 Porto Firme";11;70;27;28;2;-;-;-;-;-;-;-;138
"315240 Poté";3;21;62;48;8;-;-;-;-;-;-;-;142
"315250 Pouso Alegre";6;18;6;11;3;2;-;2;-;-;-;1;49
"315260 Pouso Alto";-;1;1;1;1;-;-;-;-;-;-;-;4
"315270 Prados";8;22;44;70;40;9;1;-;-;-;1;1;196
"315280 Prata";17;46;110;187;54;10;2;-;-;-;2;-;428
"315290 Pratápolis";-;4;21;9;7;2;5;1;-;2;1;-;52
"315300 Pratinha";-;-;2;3;1;-;-;-;-;-;-;-;6
"315310 Presidente Bernardes";3;1;8;2;3;-;-;-;-;-;-;-;17
"315320 Presidente Juscelino";1;7;9;3;1;-;-;-;-;-;-;-;21
"315330 Presidente Kubitschek";-;2;2;-;-;-;-;-;-;-;-;-;4
"315340 Presidente Olegário";12;14;30;53;81;39;5;-;-;-;-;-;234
"315360 Prudente de Morais";31;36;22;6;-;-;-;-;-;-;-;1;96
"315370 Quartel Geral";1;4;5;4;2;-;5;-;-;13;19;4;57
"315390 Raposos";61;25;6;1;-;-;-;-;-;-;-;-;93
"315400 Raul Soares";-;67;43;37;7;1;-;1;-;-;-;-;156
"315410 Recreio";2;8;7;5;-;-;-;-;-;-;-;-;22
"315415 Reduto";-;-;19;5;-;-;-;-;-;-;-;-;24
"315420 Resende Costa";-;1;3;1;-;-;-;-;-;-;-;-;5
"315430 Resplendor";20;66;91;51;19;1;1;-;-;-;-;1;250
"315450 Riacho dos Machados";-;3;1;1;-;-;-;-;-;-;-;-;5
"315460 Ribeirão das Neves";531;2836;3501;2227;418;10;6;1;143;127;6;5;9811
"315470 Ribeirão Vermelho";-;1;1;-;-;-;-;-;-;-;-;-;2
"315480 Rio Acima";6;42;127;188;51;10;-;-;-;1;-;-;425
"315490 Rio Casca";3;39;34;18;3;3;-;-;-;-;-;-;100
"315510 Rio do Prado";-;1;12;18;-;-;-;-;-;-;-;-;31
"315500 Rio Doce";1;-;3;4;-;-;-;-;-;-;-;-;8
"315520 Rio Espera";-;1;-;-;-;-;-;-;-;-;-;-;1
"315530 Rio Manso";55;77;40;38;20;1;1;-;-;-;-;-;232
"315540 Rio Novo";4;24;43;22;15;-;-;-;-;-;-;1;109
"315550 Rio Paranaíba";2;13;36;74;54;14;1;-;-;-;-;-;194
"315560 Rio Pardo de Minas";-;5;1;2;-;-;-;-;-;-;-;-;8
"315570 Rio Piracicaba";2;15;61;41;4;6;-;-;-;-;-;-;129
"315580 Rio Pomba";246;148;93;83;28;6;-;-;1;1;7;11;624
"315590 Rio Preto";-;3;4;7;4;-;-;-;-;-;-;-;18
"315600 Rio Vermelho";-;3;-;4;-;-;-;-;-;-;-;-;7
"315610 Ritápolis";-;-;5;7;1;-;-;-;-;-;-;-;13
"315630 Rodeiro";142;70;17;6;-;-;-;-;-;-;6;-;241
"315640 Romaria";2;1;6;11;3;1;-;-;-;-;-;-;24
"315645 Rosário da Limeira";-;7;1;-;-;-;-;-;-;-;-;-;8
"315650 Rubelita";1;24;66;9;3;-;-;-;-;-;-;-;103
"315660 Rubim";-;17;105;75;4;1;-;-;-;-;-;-;202
"315670 Sabará";381;1764;3006;2318;726;68;7;1;1;1;5;8;8286
"315680 Sabinópolis";1;3;6;10;7;2;-;-;-;-;-;-;29
"315690 Sacramento";176;167;80;66;56;12;3;-;1;2;2;8;573
"315700 Salinas";2;52;131;32;6;1;-;-;-;-;2;1;227
"315710 Salto da Divisa";1;-;2;1;-;-;-;-;-;-;-;-;4
"315720 Santa Bárbara";26;44;175;113;17;-;-;-;-;1;1;-;377
"315727 Santa Bárbara do Monte Verde";2;-;2;-;-;-;-;-;-;-;-;-;4
"315730 Santa Bárbara do Tugúrio";-;5;46;17;16;-;-;-;-;-;-;-;84
"315733 Santa Cruz de Minas";22;102;170;37;2;-;-;-;-;-;-;-;333
"315737 Santa Cruz de Salinas";78;53;14;22;-;-;-;-;-;-;-;-;167
"315740 Santa Cruz do Escalvado";-;2;1;1;3;1;-;-;-;-;-;-;8
"315760 Santa Fé de Minas";-;2;11;3;4;-;-;-;-;-;-;1;21
"315765 Santa Helena de Minas";-;-;1;1;-;-;-;-;-;-;-;-;2
"315770 Santa Juliana";13;32;52;21;6;3;-;-;-;-;-;1;128
"315780 Santa Luzia";121;647;1246;559;95;10;-;2;4;4;-;2;2690
"315790 Santa Margarida";-;5;17;59;16;-;-;-;-;-;-;-;97
"315800 Santa Maria de Itabira";-;-;-;1;-;-;-;-;-;-;-;-;1
"315810 Santa Maria do Salto";-;5;3;3;-;-;-;-;-;-;-;-;11
"315820 Santa Maria do Suaçuí";1;28;81;24;3;3;-;2;-;-;-;-;142
"315920 Santa Rita de Caldas";-;1;-;1;1;-;-;-;-;-;-;-;3
"315940 Santa Rita de Ibitipoca";-;1;-;2;-;-;-;-;-;-;-;-;3
"315930 Santa Rita de Jacutinga";-;1;-;-;-;-;-;-;-;-;-;-;1
"315935 Santa Rita de Minas";1;5;11;-;-;-;-;-;-;-;-;-;17
"315950 Santa Rita do Itueto";-;2;-;-;-;-;-;-;-;-;-;-;2
"315960 Santa Rita do Sapucaí";6;7;7;4;-;-;-;-;-;-;1;-;25
"315970 Santa Rosa da Serra";-;-;4;3;-;-;-;-;-;-;-;-;7
"315980 Santa Vitória";7;31;14;34;16;11;3;-;-;-;-;1;117
"315830 Santana da Vargem";1;3;-;-;-;-;-;-;-;-;-;-;4
"315840 Santana de Cataguases";7;8;-;-;-;-;-;-;-;-;-;1;16
"315850 Santana de Pirapama";118;46;32;7;3;-;-;-;-;-;-;-;206
"315860 Santana do Deserto";13;71;8;1;-;-;-;-;-;-;-;-;93
"315880 Santana do Jacaré";1;1;1;1;3;-;-;-;-;-;-;-;7
"315890 Santana do Manhuaçu";-;1;-;-;-;-;-;-;-;-;-;-;1
"315895 Santana do Paraíso";88;208;71;8;-;-;-;-;-;-;1;1;377
"315900 Santana do Riacho";113;52;109;131;12;-;1;2;3;2;-;3;428
"315990 Santo Antônio do Amparo";6;21;5;4;12;-;-;-;-;-;-;-;48
"316000 Santo Antônio do Aventureiro";16;6;3;-;-;-;-;-;-;-;-;-;25
"316010 Santo Antônio do Grama";-;5;4;-;-;-;-;-;-;-;-;-;9
"316030 Santo Antônio do Jacinto";-;2;-;2;5;2;-;-;-;-;-;-;11
"316040 Santo Antônio do Monte";5;27;51;34;19;-;1;-;1;-;4;2;144
"316045 Santo Antônio do Retiro";2;2;5;4;-;-;-;-;-;-;-;-;13
"316060 Santo Hipólito";8;49;28;13;-;-;-;-;-;-;-;-;98
"316070 Santos Dumont";3;11;61;36;42;39;3;-;-;-;-;-;195
"316080 São Bento Abade";-;-;5;2;-;-;-;-;1;-;-;-;8
"316090 São Brás do Suaçuí";1;1;-;6;2;1;-;-;-;-;-;-;11
"316100 São Domingos do Prata";11;34;40;20;15;6;3;1;-;-;1;-;131
"316105 São Félix de Minas";10;7;11;7;-;-;-;-;-;-;-;-;35
"316110 São Francisco";19;35;167;228;86;11;4;3;-;2;-;-;555
"316120 São Francisco de Paula";-;2;2;1;4;-;-;-;-;-;-;-;9
"316130 São Francisco de Sales";4;12;8;-;3;2;-;-;-;-;-;-;29
"316140 São Francisco do Glória";-;39;63;23;1;-;-;-;-;-;-;-;126
"316150 São Geraldo";56;191;65;45;3;-;-;-;-;-;-;-;360
"316160 São Geraldo da Piedade";13;29;3;5;12;28;18;3;-;-;-;-;111
"316165 São Geraldo do Baixio";-;-;2;10;5;-;-;-;-;-;-;-;17
"316170 São Gonçalo do Abaeté";-;9;66;121;69;12;-;-;-;-;-;-;277
"316180 São Gonçalo do Pará";3;20;50;50;16;1;2;-;-;1;-;1;144
"316190 São Gonçalo do Rio Abaixo";1;17;29;30;6;-;-;-;-;-;1;-;84
"316200 São Gonçalo do Sapucaí";-;3;4;1;1;-;-;-;-;-;-;-;9
"316210 São Gotardo";108;653;1230;1500;441;63;2;1;-;1;-;-;3999
"316220 São João Batista do Glória";1;9;7;12;12;2;2;-;-;-;-;-;45
"316225 São João da Lagoa";-;24;17;4;3;1;-;-;-;-;-;-;49
"316240 São João da Ponte";125;280;29;50;6;-;-;-;-;-;-;-;490
"316245 São João das Missões";1;2;2;3;-;-;-;-;-;-;-;-;8
"316250 São João del Rei";43;249;467;562;377;41;13;4;1;1;3;9;1770
"316255 São João do Manhuaçu";-;3;1;1;-;-;-;-;-;-;-;-;5
"316257 São João do Manteninha";1;35;33;3;-;1;-;-;-;-;-;-;73
"316260 São João do Oriente";55;136;47;8;-;-;-;-;-;-;-;-;246
"316265 São João do Pacuí";3;-;2;2;-;-;-;-;-;-;-;-;7
"316270 São João do Paraíso";-;1;3;3;-;-;-;-;-;-;-;-;7
"316280 São João Evangelista";10;110;248;166;31;3;-;-;-;-;-;-;568
"316290 São João Nepomuceno";56;308;382;167;75;39;-;-;1;4;-;-;1032
"316292 São Joaquim de Bicas";59;193;312;120;-;-;-;-;-;1;1;4;690
"316294 São José da Barra";-;-;1;1;-;-;-;-;-;-;-;-;2
"316295 São José da Lapa";20;116;1;-;-;-;-;-;-;-;-;-;137
"316300 São José da Safira";1;16;9;1;-;-;-;-;-;-;-;2;29
"316310 São José da Varginha";43;85;46;4;1;-;-;-;-;-;-;-;179
"316320 São José do Alegre";-;-;2;1;-;-;-;-;-;-;-;1;4
"316330 São José do Divino";2;12;16;5;-;-;-;-;-;-;-;-;35
"316340 São José do Goiabal";79;23;3;-;-;-;-;-;-;-;-;-;105
"316350 São José do Jacuri";-;5;14;-;2;-;1;-;-;-;-;-;22
"316360 São José do Mantimento";-;-;-;1;-;-;-;-;-;-;-;-;1
"316370 São Lourenço";1;4;18;11;2;-;-;1;-;1;-;-;38
"316380 São Miguel do Anta";-;6;13;3;4;-;-;-;-;-;-;-;26
"316390 São Pedro da União";1;1;-;1;-;-;-;-;-;-;-;-;3
"316410 São Pedro do Suaçuí";-;-;17;-;-;-;-;-;-;-;-;-;17
"316400 São Pedro dos Ferros";3;37;38;8;38;4;-;-;-;-;-;1;129
"316420 São Romão";16;89;30;17;7;-;-;1;-;1;1;-;162
"316430 São Roque de Minas";4;14;16;16;2;-;-;-;-;-;-;-;52
"316440 São Sebastião da Bela Vista";-;2;1;-;-;-;-;-;-;-;-;-;3
"316443 São Sebastião da Vargem Alegre";2;1;1;-;-;-;-;-;-;-;-;-;4
"316447 São Sebastião do Anta";2;8;7;10;11;2;1;-;-;-;1;-;42
"316450 São Sebastião do Maranhão";-;43;26;5;-;-;-;-;-;-;-;-;74
"316460 São Sebastião do Oeste";6;3;13;12;16;6;-;-;-;-;-;-;56
"316470 São Sebastião do Paraíso";14;54;69;127;93;13;2;4;6;8;7;3;400
"316520 São Thomé das Letras";-;-;2;4;7;-;-;-;-;-;-;-;13
"316500 São Tiago";1;2;14;-;2;-;-;-;-;1;-;-;20
"316510 São Tomás de Aquino";-;-;4;26;14;2;-;-;-;-;-;-;46
"316530 São Vicente de Minas";1;-;-;-;-;-;-;-;-;-;-;-;1
"316540 Sapucaí-Mirim";1;1;2;-;-;-;-;-;-;-;-;-;4
"316550 Sardoá";2;5;3;1;1;-;-;-;-;2;-;-;14
"316553 Sarzedo";205;544;719;548;175;12;2;-;1;1;4;20;2231
"316556 Sem-Peixe";15;31;7;-;1;-;-;-;-;-;-;-;54
"316560 Senador Cortes";2;3;8;-;-;-;-;-;-;-;-;-;13
"316570 Senador Firmino";42;28;4;54;26;2;1;-;-;-;-;2;159
"316590 Senador Modestino Gonçalves";-;-;1;-;-;-;-;-;-;-;-;-;1
"316600 Senhora de Oliveira";1;1;2;2;-;-;-;-;-;-;-;-;6
"316610 Senhora do Porto";-;-;1;-;-;-;-;-;-;-;-;-;1
"316620 Senhora dos Remédios";1;-;-;-;-;-;-;-;-;-;-;-;1
"316630 Sericita";-;1;40;25;14;3;-;2;-;-;-;-;85
"316640 Seritinga";-;-;-;1;-;-;-;-;-;-;-;1;2
"316650 Serra Azul de Minas";-;2;16;40;11;-;-;-;-;-;-;-;69
"316680 Serra do Salitre";-;5;4;7;3;2;-;-;-;-;-;-;21
"316670 Serra dos Aimorés";72;65;54;17;6;-;-;-;-;-;-;-;214
"316690 Serrania";5;4;17;10;1;-;-;-;4;-;1;-;42
"316710 Serro";6;24;32;32;-;-;-;-;-;-;-;-;94
"316720 Sete Lagoas";1154;4078;4545;1613;253;44;4;2;-;-;-;6;11699
"316555 Setubinha";-;3;14;85;17;8;-;-;-;-;-;-;127
"316730 Silveirânia";8;2;6;3;1;1;-;-;-;-;-;-;21
"316750 Simão Pereira";-;-;-;-;4;-;-;-;-;-;-;-;4
"316760 Simonésia";13;27;8;12;3;-;-;-;-;-;-;-;63
"316770 Sobrália";8;17;12;9;-;-;-;-;-;-;-;-;46
"316780 Soledade de Minas";-;2;1;-;-;-;-;-;-;-;-;-;3
"316790 Tabuleiro";16;110;43;31;11;1;-;-;-;-;-;-;212
"316800 Taiobeiras";3;40;62;47;7;1;-;-;-;-;-;-;160
"316805 Taparuba";-;17;73;18;-;-;-;-;-;-;-;-;108
"316810 Tapira";1;2;3;1;-;-;-;-;-;-;-;-;7
"316820 Tapiraí";-;1;-;-;-;-;-;-;-;-;-;-;1
"316830 Taquaraçu de Minas";2;6;17;19;1;-;-;-;-;-;-;-;45
"316840 Tarumirim";-;4;-;1;-;-;-;-;-;-;-;-;5
"316850 Teixeiras";2;18;74;22;1;-;-;-;-;-;-;-;117
"316860 Teófilo Otoni";19;753;1233;773;906;306;7;17;10;4;13;59;4100
"316870 Timóteo";1104;649;114;14;-;-;3;-;1;3;1;4;1893
"316880 Tiradentes";-;2;13;5;8;-;-;-;-;-;-;-;28
"316890 Tiros";-;4;26;74;29;1;1;-;-;-;-;-;135
"316900 Tocantins";350;275;104;57;2;3;-;-;-;2;-;5;798
"316920 Tombos";9;46;80;42;10;-;-;-;-;-;-;-;187
